latitude,longitude,acq_date,satellite,instrument,frp,type,bright_t31,confidence,year,month,datetime,day,confidence_level,frp_category
32.4646,-114.6906,2011-06-29,Terra,MODIS,91.1,0,315.7,84,2011,6,2011-06-29,29,high,high
32.4768,-114.6785,2011-10-11,Terra,MODIS,96.2,0,313.7,100,2011,10,2011-10-11,11,high,high
32.5167,-114.7978,2011-11-05,Terra,MODIS,8.2,0,295.7,65,2011,11,2011-11-05,5,medium,low
32.5533,-116.8492,2011-07-13,Aqua,MODIS,17.8,0,312.1,54,2011,7,2011-07-13,13,medium,medium-low
32.562,-114.734,2011-06-30,Aqua,MODIS,61.4,0,316.9,69,2011,6,2011-06-30,30,medium,medium-high
32.5763,-114.5734,2011-06-24,Aqua,MODIS,91.0,0,321.8,86,2011,6,2011-06-24,24,high,high
32.5816,-114.5704,2011-06-24,Aqua,MODIS,95.2,0,320.8,86,2011,6,2011-06-24,24,high,high
32.5957,-114.7686,2011-08-08,Terra,MODIS,44.1,0,311.5,91,2011,8,2011-08-08,8,high,medium-high
32.6113,-116.09,2011-06-21,Terra,MODIS,155.7,0,321.1,100,2011,6,2011-06-21,21,high,high
32.6189,-114.6212,2011-10-09,Aqua,MODIS,59.1,0,304.2,67,2011,10,2011-10-09,9,medium,medium-high
32.6209,-114.6235,2011-01-17,Terra,MODIS,19.7,0,296.3,76,2011,1,2011-01-17,17,high,medium-low
32.6212,-114.6018,2011-10-09,Terra,MODIS,27.0,0,297.0,80,2011,10,2011-10-09,9,high,medium-low
32.6213,-116.0886,2011-06-21,Terra,MODIS,87.0,0,323.5,99,2011,6,2011-06-21,21,high,high
32.6255,-114.6198,2011-10-09,Aqua,MODIS,70.4,0,305.1,71,2011,10,2011-10-09,9,high,medium-high
32.6302,-114.5998,2011-10-09,Terra,MODIS,57.3,0,301.9,94,2011,10,2011-10-09,9,high,medium-high
32.641,-114.7212,2011-08-12,Aqua,MODIS,21.1,0,309.2,63,2011,8,2011-08-12,12,medium,medium-low
32.6506,-114.5712,2011-04-05,Aqua,MODIS,36.9,0,308.9,80,2011,4,2011-04-05,5,high,medium-high
32.6645,-115.5965,2011-01-27,Terra,MODIS,27.8,0,296.5,57,2011,1,2011-01-27,27,medium,medium-low
32.6649,-114.5559,2011-09-14,Terra,MODIS,13.7,0,307.4,64,2011,9,2011-09-14,14,medium,low
32.6665,-114.2529,2011-05-24,Aqua,MODIS,57.6,0,321.0,75,2011,5,2011-05-24,24,high,medium-high
32.668,-115.3301,2011-08-23,Aqua,MODIS,25.6,0,325.1,84,2011,8,2011-08-23,23,high,medium-low
32.6696,-115.345,2011-06-27,Terra,MODIS,11.1,0,299.9,88,2011,6,2011-06-27,27,high,low
32.6715,-115.3334,2011-06-27,Terra,MODIS,37.1,0,300.8,100,2011,6,2011-06-27,27,high,medium-high
32.6722,-115.6741,2011-01-10,Aqua,MODIS,180.8,0,292.2,85,2011,1,2011-01-10,10,high,high
32.6734,-115.5882,2011-01-27,Terra,MODIS,32.3,0,296.7,62,2011,1,2011-01-27,27,medium,medium-low
32.6755,-115.3825,2011-06-25,Aqua,MODIS,99.6,0,327.2,100,2011,6,2011-06-25,25,high,high
32.677,-115.3689,2011-06-25,Aqua,MODIS,1601.9,0,340.1,100,2011,6,2011-06-25,25,high,high
32.6786,-115.3552,2011-06-25,Aqua,MODIS,100.2,0,321.5,100,2011,6,2011-06-25,25,high,high
32.6826,-115.6325,2011-01-10,Aqua,MODIS,80.5,0,290.4,73,2011,1,2011-01-10,10,high,medium-high
32.6843,-115.6711,2011-01-10,Aqua,MODIS,436.8,0,293.3,95,2011,1,2011-01-10,10,high,high
32.687,-115.3851,2011-07-08,Aqua,MODIS,65.0,0,314.6,95,2011,7,2011-07-08,8,high,medium-high
32.6884,-115.6799,2011-01-10,Aqua,MODIS,172.7,0,292.2,84,2011,1,2011-01-10,10,high,high
32.6894,-115.3714,2011-07-08,Aqua,MODIS,253.0,0,315.3,100,2011,7,2011-07-08,8,high,high
32.6936,-115.2834,2011-06-09,Aqua,MODIS,168.8,0,321.3,100,2011,6,2011-06-09,9,high,high
32.6945,-115.6292,2011-01-10,Aqua,MODIS,56.1,0,289.9,67,2011,1,2011-01-10,10,medium,medium-high
32.6956,-115.4325,2011-07-06,Aqua,MODIS,23.4,0,308.1,78,2011,7,2011-07-06,6,high,medium-low
32.6972,-115.4219,2011-07-06,Aqua,MODIS,33.8,0,307.8,88,2011,7,2011-07-06,6,high,medium-high
32.6979,-114.0381,2011-06-21,Terra,MODIS,45.2,0,325.7,94,2011,6,2011-06-21,21,high,medium-high
32.6988,-115.6382,2011-01-10,Aqua,MODIS,64.2,0,290.4,60,2011,1,2011-01-10,10,medium,medium-high
32.6994,-115.374,2011-07-08,Aqua,MODIS,84.5,0,313.4,98,2011,7,2011-07-08,8,high,high
32.6994,-114.0491,2011-06-21,Terra,MODIS,18.9,0,320.4,64,2011,6,2011-06-21,21,medium,medium-low
32.6997,-114.309,2011-01-13,Aqua,MODIS,18.5,0,299.8,78,2011,1,2011-01-13,13,high,medium-low
32.6998,-115.3722,2011-07-21,Aqua,MODIS,197.1,0,316.2,83,2011,7,2011-07-21,21,high,high
32.7021,-115.416,2011-01-08,Aqua,MODIS,101.1,0,296.0,86,2011,1,2011-01-08,8,high,high
32.7033,-114.3163,2011-01-13,Aqua,MODIS,7.1,0,298.1,56,2011,1,2011-01-13,13,medium,low
32.7053,-114.3043,2011-01-13,Aqua,MODIS,10.9,0,299.7,68,2011,1,2011-01-13,13,medium,low
32.7075,-115.3901,2011-01-08,Aqua,MODIS,47.1,0,294.5,74,2011,1,2011-01-08,8,high,medium-high
32.7091,-115.4254,2011-01-08,Aqua,MODIS,58.4,0,296.0,78,2011,1,2011-01-08,8,high,medium-high
32.7094,-115.3925,2011-05-19,Terra,MODIS,104.8,0,300.6,75,2011,5,2011-05-19,19,high,high
32.7106,-115.3681,2011-07-21,Aqua,MODIS,145.2,0,316.5,71,2011,7,2011-07-21,21,high,high
32.7107,-114.1006,2011-02-24,Aqua,MODIS,38.7,0,298.3,75,2011,2,2011-02-24,24,high,medium-high
32.7117,-115.3538,2011-07-13,Aqua,MODIS,28.9,0,323.8,85,2011,7,2011-07-13,13,high,medium-low
32.7129,-114.1062,2011-02-24,Aqua,MODIS,30.4,0,298.5,72,2011,2,2011-02-24,24,high,medium-low
32.7132,-115.3431,2011-07-13,Aqua,MODIS,15.3,0,321.3,59,2011,7,2011-07-13,13,medium,low
32.7145,-115.3708,2011-03-30,Aqua,MODIS,28.0,0,305.4,81,2011,3,2011-03-30,30,high,medium-low
32.7147,-115.3996,2011-01-08,Aqua,MODIS,81.2,0,295.3,83,2011,1,2011-01-08,8,high,medium-high
32.7228,-115.6615,2011-02-03,Aqua,MODIS,6.8,0,294.0,59,2011,2,2011-02-03,3,medium,low
32.7244,-115.7202,2011-02-23,Aqua,MODIS,57.3,0,295.7,79,2011,2,2011-02-23,23,high,medium-high
32.7255,-115.4909,2011-01-31,Aqua,MODIS,18.4,0,295.6,60,2011,1,2011-01-31,31,medium,medium-low
32.7278,-115.7091,2011-06-18,Aqua,MODIS,322.1,0,319.4,100,2011,6,2011-06-18,18,high,high
32.728,-114.0184,2011-06-25,Terra,MODIS,55.6,0,316.7,59,2011,6,2011-06-25,25,medium,medium-high
32.7295,-115.4667,2011-02-15,Aqua,MODIS,177.5,0,304.3,97,2011,2,2011-02-15,15,high,high
32.7306,-115.4719,2011-02-15,Aqua,MODIS,88.9,0,304.1,87,2011,2,2011-02-15,15,high,high
32.7315,-114.0355,2011-03-09,Aqua,MODIS,14.9,0,306.7,59,2011,3,2011-03-09,9,medium,low
32.732,-115.4926,2011-11-08,Aqua,MODIS,33.1,0,298.6,68,2011,11,2011-11-08,8,medium,medium-low
32.7335,-114.0108,2011-06-17,Terra,MODIS,27.1,0,317.6,57,2011,6,2011-06-17,17,medium,medium-low
32.7355,-115.7233,2011-02-23,Aqua,MODIS,50.2,0,299.1,64,2011,2,2011-02-23,23,medium,medium-high
32.7376,-115.4666,2011-11-08,Aqua,MODIS,67.9,0,299.0,80,2011,11,2011-11-08,8,high,medium-high
32.7381,-115.713,2011-02-23,Aqua,MODIS,59.0,0,297.4,72,2011,2,2011-02-23,23,high,medium-high
32.7383,-115.3699,2011-09-26,Aqua,MODIS,37.7,0,314.2,83,2011,9,2011-09-26,26,high,medium-high
32.7407,-114.5186,2011-08-23,Aqua,MODIS,14.5,0,320.1,79,2011,8,2011-08-23,23,high,low
32.7425,-115.7348,2011-03-05,Aqua,MODIS,104.8,0,305.2,99,2011,3,2011-03-05,5,high,high
32.7448,-114.6587,2011-09-13,Terra,MODIS,26.3,0,297.9,100,2011,9,2011-09-13,13,high,medium-low
32.746,-115.5647,2011-09-26,Terra,MODIS,110.3,0,310.3,88,2011,9,2011-09-26,26,high,high
32.7462,-114.6477,2011-09-13,Terra,MODIS,16.6,0,297.4,100,2011,9,2011-09-13,13,high,medium-low
32.7489,-115.4751,2011-06-27,Terra,MODIS,298.6,0,312.9,92,2011,6,2011-06-27,27,high,high
32.7491,-115.4827,2011-06-27,Terra,MODIS,294.6,0,312.9,92,2011,6,2011-06-27,27,high,high
32.751,-115.588,2011-09-26,Terra,MODIS,34.7,0,309.7,69,2011,9,2011-09-26,26,medium,medium-high
32.7602,-116.5683,2011-02-14,Aqua,MODIS,47.8,0,292.0,81,2011,2,2011-02-14,14,high,medium-high
32.7617,-115.3878,2011-06-04,Aqua,MODIS,19.8,0,319.0,66,2011,6,2011-06-04,4,medium,medium-low
32.7629,-114.4007,2011-09-21,Terra,MODIS,18.8,0,313.8,67,2011,9,2011-09-21,21,medium,medium-low
32.7631,-116.5528,2011-02-14,Aqua,MODIS,71.3,0,291.9,89,2011,2,2011-02-14,14,high,medium-high
32.7637,-116.5496,2011-02-14,Terra,MODIS,35.2,0,289.5,64,2011,2,2011-02-14,14,medium,medium-high
32.7655,-114.415,2011-09-21,Terra,MODIS,19.0,0,314.6,69,2011,9,2011-09-21,21,medium,medium-low
32.77,-116.5637,2011-02-07,Aqua,MODIS,34.6,0,294.0,65,2011,2,2011-02-07,7,medium,medium-high
32.7714,-116.5632,2011-02-14,Terra,MODIS,38.0,0,289.2,69,2011,2,2011-02-14,14,medium,medium-high
32.7717,-114.6414,2011-02-07,Terra,MODIS,20.9,0,298.8,54,2011,2,2011-02-07,7,medium,medium-low
32.7725,-114.5709,2011-08-26,Terra,MODIS,13.5,0,298.1,86,2011,8,2011-08-26,26,high,low
32.7742,-114.5556,2011-08-26,Terra,MODIS,16.4,0,297.7,91,2011,8,2011-08-26,26,high,medium-low
32.7749,-115.3466,2011-07-13,Terra,MODIS,88.4,0,311.9,61,2011,7,2011-07-13,13,medium,high
32.7757,-115.3531,2011-07-13,Terra,MODIS,97.6,0,312.0,68,2011,7,2011-07-13,13,medium,high
32.7778,-114.5655,2011-08-25,Aqua,MODIS,33.7,0,317.1,87,2011,8,2011-08-25,25,high,medium-high
32.7816,-115.3526,2011-11-25,Aqua,MODIS,11.4,0,300.6,68,2011,11,2011-11-25,25,medium,low
32.7904,-114.5453,2011-06-21,Terra,MODIS,58.6,0,295.5,100,2011,6,2011-06-21,21,high,medium-high
32.7923,-114.5211,2011-06-21,Terra,MODIS,81.1,0,297.6,100,2011,6,2011-06-21,21,high,medium-high
32.7933,-114.5402,2011-06-21,Terra,MODIS,128.1,0,297.1,100,2011,6,2011-06-21,21,high,high
32.7934,-115.6515,2011-03-25,Terra,MODIS,153.4,0,289.0,100,2011,3,2011-03-25,25,high,high
32.7953,-114.516,2011-06-21,Terra,MODIS,47.7,0,297.3,97,2011,6,2011-06-21,21,high,medium-high
32.7967,-115.6344,2011-03-25,Terra,MODIS,40.1,0,285.8,98,2011,3,2011-03-25,25,high,medium-high
32.7968,-115.6073,2011-05-26,Terra,MODIS,7.7,0,294.8,71,2011,5,2011-05-26,26,high,low
32.7974,-115.7354,2011-07-02,Aqua,MODIS,238.1,0,323.2,100,2011,7,2011-07-02,2,high,high
32.7976,-115.639,2011-02-19,Terra,MODIS,28.3,0,271.5,100,2011,2,2011-02-19,19,high,medium-low
32.7997,-115.6388,2011-02-19,Aqua,MODIS,11.6,0,287.6,70,2011,2,2011-02-19,19,medium,low
32.7998,-115.6422,2011-03-25,Aqua,MODIS,669.8,0,304.6,100,2011,3,2011-03-25,25,high,high
32.8005,-114.5632,2011-07-26,Aqua,MODIS,121.2,0,314.7,97,2011,7,2011-07-26,26,high,high
32.8008,-115.6707,2011-02-18,Aqua,MODIS,96.6,0,285.8,74,2011,2,2011-02-18,18,high,high
32.8011,-115.6527,2011-02-17,Terra,MODIS,91.9,0,287.5,100,2011,2,2011-02-17,17,high,high
32.8016,-115.6533,2011-03-25,Aqua,MODIS,369.2,0,291.2,100,2011,3,2011-03-25,25,high,high
32.8022,-115.4407,2011-06-15,Terra,MODIS,44.7,0,318.5,71,2011,6,2011-06-15,15,high,medium-high
32.8025,-115.6421,2011-02-17,Terra,MODIS,267.3,0,294.0,100,2011,2,2011-02-17,17,high,high
32.8027,-115.6022,2011-05-26,Terra,MODIS,13.6,0,294.6,86,2011,5,2011-05-26,26,high,low
32.8045,-115.6546,2011-03-25,Terra,MODIS,1870.2,0,304.2,100,2011,3,2011-03-25,25,high,high
32.8061,-115.6444,2011-02-18,Aqua,MODIS,457.4,0,290.2,100,2011,2,2011-02-18,18,high,high
32.8061,-115.6279,2011-02-17,Aqua,MODIS,205.2,0,285.2,100,2011,2,2011-02-17,17,high,high
32.8069,-115.6412,2011-02-19,Terra,MODIS,62.5,0,272.3,100,2011,2,2011-02-19,19,high,medium-high
32.8078,-115.6374,2011-03-25,Terra,MODIS,530.4,0,289.8,100,2011,3,2011-03-25,25,high,high
32.8084,-115.6376,2011-02-18,Aqua,MODIS,212.1,0,288.6,89,2011,2,2011-02-18,18,high,high
32.8089,-115.6402,2011-03-25,Aqua,MODIS,272.7,0,296.2,100,2011,3,2011-03-25,25,high,high
32.8107,-115.6513,2011-03-25,Aqua,MODIS,187.4,0,289.2,100,2011,3,2011-03-25,25,high,high
32.8111,-115.6515,2011-02-17,Aqua,MODIS,93.0,0,283.1,100,2011,2,2011-02-17,17,high,high
32.8161,-114.5158,2011-05-19,Terra,MODIS,16.9,0,286.4,86,2011,5,2011-05-19,19,high,medium-low
32.8182,-114.5035,2011-05-19,Terra,MODIS,170.7,0,300.2,100,2011,5,2011-05-19,19,high,high
32.8203,-114.4911,2011-05-19,Terra,MODIS,104.3,0,298.0,100,2011,5,2011-05-19,19,high,high
32.8223,-114.4789,2011-05-19,Terra,MODIS,54.2,0,292.8,100,2011,5,2011-05-19,19,high,medium-high
32.8245,-114.5044,2011-05-19,Aqua,MODIS,92.5,0,314.5,100,2011,5,2011-05-19,19,high,high
32.826,-114.4939,2011-05-19,Aqua,MODIS,44.5,0,308.9,92,2011,5,2011-05-19,19,high,medium-high
32.8277,-114.4528,2011-05-19,Aqua,MODIS,17.5,0,286.6,76,2011,5,2011-05-19,19,high,medium-low
32.8278,-114.5056,2011-05-19,Terra,MODIS,246.7,0,293.8,100,2011,5,2011-05-19,19,high,high
32.8298,-114.4934,2011-05-19,Terra,MODIS,179.2,0,291.6,100,2011,5,2011-05-19,19,high,high
32.8323,-115.4054,2011-08-02,Aqua,MODIS,34.7,0,311.1,50,2011,8,2011-08-02,2,medium,medium-high
32.8354,-114.4358,2011-05-19,Aqua,MODIS,15.3,0,284.4,68,2011,5,2011-05-19,19,medium,low
32.838,-114.4501,2011-05-19,Aqua,MODIS,70.1,0,286.0,100,2011,5,2011-05-19,19,high,medium-high
32.8395,-115.4212,2011-03-13,Aqua,MODIS,66.0,0,302.6,73,2011,3,2011-03-13,13,high,medium-high
32.8395,-115.4014,2011-03-13,Aqua,MODIS,132.7,0,301.9,87,2011,3,2011-03-13,13,high,high
32.8449,-115.3958,2011-03-13,Aqua,MODIS,87.3,0,301.0,79,2011,3,2011-03-13,13,high,high
32.8552,-115.3692,2011-02-17,Aqua,MODIS,152.1,0,305.3,100,2011,2,2011-02-17,17,high,high
32.8567,-115.3551,2011-02-17,Aqua,MODIS,67.3,0,297.4,91,2011,2,2011-02-17,17,high,medium-high
32.8589,-115.4008,2011-01-09,Aqua,MODIS,17.5,0,291.2,76,2011,1,2011-01-09,9,high,medium-low
32.8604,-115.389,2011-01-09,Aqua,MODIS,18.7,0,292.2,77,2011,1,2011-01-09,9,high,medium-low
32.8617,-115.5913,2011-01-27,Terra,MODIS,36.6,0,296.4,63,2011,1,2011-01-27,27,medium,medium-high
32.8643,-115.7268,2011-10-08,Aqua,MODIS,38.9,0,316.3,89,2011,10,2011-10-08,8,high,medium-high
32.867,-115.541,2011-02-17,Aqua,MODIS,141.7,0,304.4,100,2011,2,2011-02-17,17,high,high
32.8681,-115.5938,2011-01-27,Terra,MODIS,35.2,0,296.3,63,2011,1,2011-01-27,27,medium,medium-high
32.869,-115.4908,2011-01-27,Aqua,MODIS,11.8,0,298.3,72,2011,1,2011-01-27,27,high,low
32.8695,-115.3439,2011-07-08,Aqua,MODIS,48.1,0,315.5,87,2011,7,2011-07-08,8,high,medium-high
32.8706,-115.4801,2011-01-27,Aqua,MODIS,69.1,0,303.2,97,2011,1,2011-01-27,27,high,medium-high
32.8719,-115.3304,2011-07-08,Aqua,MODIS,30.3,0,312.6,66,2011,7,2011-07-08,8,medium,medium-low
