event_id,start_date,end_date,duration_days,num_detections,latitude,longitude,max_frp,avg_frp,total_frp,max_confidence,avg_confidence,year,month,day
0,2016-01-02,2016-01-02,1,3,32.5517,-114.7134,64.6,55.93333333333334,167.8,73,71.0,2016,1,2
1,2016-01-13,2016-01-20,8,2,32.6706,-116.4997,23.6,17.200000000000003,34.400000000000006,71,64.5,2016,1,20
2,2016-01-27,2016-01-27,1,2,32.7202,-114.0387,15.7,15.35,30.7,73,73.0,2016,1,27
3,2016-01-15,2016-01-15,1,1,32.7417,-115.7229,4.7,4.7,4.7,51,51.0,2016,1,15
4,2016-01-20,2016-01-20,1,3,32.787,-114.3734,39.7,32.1,96.3,77,72.33333333333333,2016,1,20
5,2016-01-30,2016-01-30,1,1,32.8437,-115.3721,17.2,17.2,17.2,56,56.0,2016,1,30
6,2016-01-25,2016-01-25,1,1,32.883,-115.6895,26.4,26.4,26.4,85,85.0,2016,1,25
7,2016-01-30,2016-01-30,1,1,33.1086,-115.446,76.2,76.2,76.2,94,94.0,2016,1,30
8,2016-01-25,2016-01-25,1,1,33.17,-115.8658,16.4,16.4,16.4,80,80.0,2016,1,25
9,2016-01-25,2016-01-25,1,2,33.1715,-115.5483,19.2,15.2,30.4,81,76.5,2016,1,25
10,2016-01-19,2016-01-20,2,2,33.334,-116.7884,27.6,22.65,45.3,64,63.5,2016,1,20
11,2016-01-29,2016-01-29,1,1,33.444,-116.0781,6.1,6.1,6.1,50,50.0,2016,1,29
12,2016-01-26,2016-01-26,1,2,33.4876,-115.8309,12.7,12.05,24.1,76,75.0,2016,1,26
13,2016-01-13,2016-01-13,1,2,33.6461,-117.4345,18.9,16.5,33.0,75,71.5,2016,1,13
14,2016-01-15,2016-01-27,13,3,33.7064,-114.566,23.7,16.3,48.900000000000006,61,58.333333333333336,2016,1,27
15,2016-01-28,2016-01-28,1,1,33.8427,-114.4611,32.1,32.1,32.1,51,51.0,2016,1,28
16,2016-01-12,2016-01-12,1,1,34.2624,-119.132,6.9,6.9,6.9,60,60.0,2016,1,12
17,2016-01-29,2016-01-29,1,1,34.3574,-118.9438,5.8,5.8,5.8,59,59.0,2016,1,29
18,2016-01-20,2016-01-29,10,5,34.4955,-115.5006,169.6,52.08,260.4,100,79.8,2016,1,29
19,2016-01-25,2016-01-25,1,2,34.809,-120.4253,11.8,10.5,21.0,59,55.5,2016,1,25
20,2016-01-27,2016-01-27,1,1,35.0985,-114.6138,5.5,5.5,5.5,62,62.0,2016,1,27
21,2016-01-04,2016-01-04,1,2,35.1217,-118.924,9.4,7.65,15.3,70,66.0,2016,1,4
22,2016-01-23,2016-01-23,1,3,35.3386,-120.0517,24.7,21.7,65.1,70,63.0,2016,1,23
23,2016-01-23,2016-01-23,1,1,35.4686,-119.0826,8.2,8.2,8.2,58,58.0,2016,1,23
24,2016-01-29,2016-01-29,1,1,35.5151,-120.4688,8.3,8.3,8.3,66,66.0,2016,1,29
25,2016-01-14,2016-01-14,1,2,35.6118,-119.2657,7.4,6.15,12.3,64,58.5,2016,1,14
26,2016-01-14,2016-01-14,1,1,35.7879,-119.1894,5.2,5.2,5.2,53,53.0,2016,1,14
27,2016-01-15,2016-01-15,1,2,36.1363,-119.0616,23.8,17.8,35.6,81,75.0,2016,1,15
28,2016-01-15,2016-01-15,1,1,36.2836,-119.1181,8.7,8.7,8.7,60,60.0,2016,1,15
29,2016-01-12,2016-01-23,12,2,36.365,-120.3007,7.7,6.65,13.3,56,55.0,2016,1,12
30,2016-01-12,2016-01-12,1,1,36.4182,-119.8358,9.8,9.8,9.8,59,59.0,2016,1,12
31,2016-01-18,2016-01-18,1,1,36.7183,-120.0345,12.3,12.3,12.3,60,60.0,2016,1,18
32,2016-01-13,2016-01-13,1,1,37.1491,-120.3906,16.4,16.4,16.4,77,77.0,2016,1,13
33,2016-01-28,2016-01-28,1,2,39.4752,-121.1756,10.8,10.65,21.3,65,64.0,2016,1,28
34,2016-02-02,2016-02-02,1,1,32.6827,-116.5115,10.0,10.0,10.0,58,58.0,2016,2,2
35,2016-02-02,2016-02-02,1,1,32.7135,-114.6965,6.1,6.1,6.1,57,57.0,2016,2,2
36,2016-02-09,2016-02-09,1,2,32.7233,-115.4641,49.2,45.55,91.1,57,54.0,2016,2,9
37,2016-02-11,2016-02-11,1,1,32.7244,-114.0013,37.4,37.4,37.4,88,88.0,2016,2,11
38,2016-02-13,2016-02-13,1,2,32.7263,-115.6064,95.5,63.25,126.5,89,78.5,2016,2,13
39,2016-02-11,2016-02-11,1,1,32.7662,-114.3788,24.6,24.6,24.6,81,81.0,2016,2,11
40,2016-02-15,2016-02-15,1,1,32.8724,-115.3779,365.5,365.5,365.5,100,100.0,2016,2,15
41,2016-02-03,2016-02-12,10,3,33.1745,-115.8582,17.4,11.299999999999999,33.9,74,66.0,2016,2,12
42,2016-02-10,2016-02-10,1,2,33.3444,-116.8025,131.5,73.95,147.9,100,87.0,2016,2,10
43,2016-02-04,2016-02-04,1,1,33.5917,-114.7012,8.2,8.2,8.2,54,54.0,2016,2,4
44,2016-02-02,2016-02-02,1,1,33.6641,-114.5775,5.2,5.2,5.2,50,50.0,2016,2,2
45,2016-02-04,2016-02-10,7,7,33.8229,-114.4654,62.7,28.742857142857144,201.20000000000002,92,76.42857142857143,2016,2,8
46,2016-02-05,2016-02-12,8,2,34.0781,-114.311,18.6,16.15,32.3,77,68.0,2016,2,5
47,2016-02-05,2016-02-05,1,1,34.0805,-114.2972,64.3,64.3,64.3,93,93.0,2016,2,5
48,2016-02-08,2016-02-08,1,2,34.0885,-117.5194,19.1,15.65,31.3,94,86.0,2016,2,8
49,2016-02-05,2016-02-05,1,2,34.222,-119.2292,10.7,8.399999999999999,16.799999999999997,70,65.5,2016,2,5
50,2016-02-19,2016-02-19,1,1,34.3089,-118.8797,10.7,10.7,10.7,54,54.0,2016,2,19
51,2016-02-08,2016-02-08,1,1,34.6905,-118.3397,28.8,28.8,28.8,80,80.0,2016,2,8
52,2016-02-19,2016-02-19,1,1,34.99,-118.8623,21.4,21.4,21.4,75,75.0,2016,2,19
53,2016-02-02,2016-02-02,1,1,35.1182,-114.6355,10.0,10.0,10.0,70,70.0,2016,2,2
54,2016-02-19,2016-02-19,1,2,35.1185,-118.8561,21.1,15.700000000000001,31.400000000000002,77,67.5,2016,2,19
55,2016-02-12,2016-02-29,18,2,35.3774,-120.2245,7.2,6.95,13.9,66,60.0,2016,2,12
56,2016-02-19,2016-02-19,1,2,35.3798,-119.2657,12.0,9.45,18.9,65,57.5,2016,2,19
57,2016-02-19,2016-02-19,1,1,35.5231,-119.1204,8.0,8.0,8.0,59,59.0,2016,2,19
58,2016-02-19,2016-02-19,1,2,35.5856,-119.2848,18.4,14.45,28.9,72,64.5,2016,2,19
59,2016-02-03,2016-02-03,1,3,35.6173,-115.351,206.8,91.5,274.5,87,82.66666666666667,2016,2,3
60,2016-02-24,2016-02-24,1,3,35.6664,-120.5748,8.7,7.233333333333333,21.7,67,61.0,2016,2,24
61,2016-02-10,2016-02-10,1,2,35.7434,-119.5095,43.0,33.55,67.1,100,100.0,2016,2,10
62,2016-02-18,2016-02-18,1,2,35.9038,-119.1645,17.1,17.0,34.0,54,52.0,2016,2,18
63,2016-02-06,2016-02-06,1,1,36.0127,-120.9112,6.7,6.7,6.7,68,68.0,2016,2,6
64,2016-02-28,2016-02-28,1,2,36.1548,-121.1902,6.7,6.65,13.3,65,65.0,2016,2,28
65,2016-02-08,2016-02-08,1,1,36.1687,-120.1131,8.1,8.1,8.1,55,55.0,2016,2,8
66,2016-02-19,2016-02-19,1,1,36.2549,-120.2224,11.4,11.4,11.4,64,64.0,2016,2,19
67,2016-02-08,2016-02-08,1,2,36.3703,-120.1271,9.9,9.8,19.6,75,74.0,2016,2,8
68,2016-02-19,2016-02-19,1,1,36.4014,-119.0923,24.4,24.4,24.4,67,67.0,2016,2,19
69,2016-02-08,2016-02-08,1,2,36.4195,-120.3471,17.4,10.6,21.2,80,68.5,2016,2,8
70,2016-02-18,2016-02-18,1,2,36.4733,-119.8084,42.8,38.75,77.5,78,75.0,2016,2,18
71,2016-02-08,2016-02-08,1,2,36.5185,-120.1342,10.9,7.4,14.8,77,67.5,2016,2,8
