event_id,fire_start_date,fire_end_date,fire_duration_days,fire_latitude,fire_longitude,fire_max_frp,fire_avg_frp,fire_total_frp,confidence,station_id,station_name,station_distance_km,avg_temp_30d,max_temp_30d,avg_max_temp_30d,total_precip_30d,days_without_rain,avg_wind_speed,max_wind_speed,avg_dewpoint,temp_precip_ratio
0,2018-01-11,2018-01-31,21,32.6094,-114.6312,32.6,20.933333333333334,125.6,79,74003503145,"YUMA MCAS, AZ US",4.786508557278521,63.589999999999996,81.0,78.69,0.17,9,5.109999999999999,21.0,29.7,235.51851851851848
1,2018-01-30,2018-01-30,1,32.7109,-114.7645,15.3,15.3,15.3,76,74003503145,"YUMA MCAS, AZ US",17.746993981147963,62.18620689655174,86.0,76.62068965517241,0.17,28,5.893103448275861,22.0,29.555172413793102,230.31928480204346
3,2018-01-18,2018-01-25,8,32.768,-116.5645,177.8,64.55000000000001,258.20000000000005,100,74718603164,"CAMPO ASOS, CA US",19.04178066699571,55.80588235294118,75.9,71.3,2.0700000000000003,14,7.023529411764706,22.9,33.49411764705883,25.716996476009758
4,2018-01-18,2018-01-18,1,32.8548,-116.4148,32.5,23.5,47.0,81,74718603164,"CAMPO ASOS, CA US",26.066000272001627,55.80588235294118,75.9,71.3,2.0700000000000003,14,7.023529411764706,22.9,33.49411764705883,25.716996476009758
12,2018-01-11,2018-01-11,1,33.8162,-115.3928,17.6,17.6,17.6,64,74718823158,"BLYTHE ASOS, CA US",78.41502887292417,58.86,79.0,75.28,0.14,9,3.6700000000000004,25.1,26.01,245.24999999999997
13,2018-01-23,2018-01-23,1,33.8494,-114.4531,303.6,189.45,378.9,100,74718823158,"BLYTHE ASOS, CA US",38.69587964708507,58.2909090909091,79.0,74.29545454545455,0.14,21,4.118181818181817,25.1,31.195454545454552,242.8787878787879
15,2018-01-19,2018-01-31,13,34.1342,-114.3168,53.3,26.83333333333333,161.0,93,74718823158,"BLYTHE ASOS, CA US",72.26531690999293,58.861111111111114,79.0,75.01666666666668,0.14,17,3.5388888888888888,25.1,32.33333333333334,245.25462962962962
16,2018-01-25,2018-01-25,1,34.3534,-119.0042,7.7,7.7,7.7,61,72392623136,"CAMARILLO AIRPORT, CA US",18.278709697153708,59.75,86.0,72.625,1.02,22,5.004166666666666,24.1,45.36666666666667,53.34821428571428
18,2018-01-21,2018-01-28,8,34.7134,-118.3085,25.6,13.475,53.9,65,72381603159,"LANCASTER, CA US",11.088782554933895,50.595,73.9,68.15,0.95,18,5.955,31.1,33.709999999999994,48.18571428571428
20,2018-01-24,2018-01-24,1,35.0488,-119.0581,19.2,14.3,28.6,72,72384023155,"BAKERSFIELD AIRPORT, CA US",42.785017774885,54.10869565217392,75.0,65.30434782608695,0.9600000000000001,20,3.726086956521739,24.1,45.108695652173914,51.0459392945037
22,2018-01-21,2018-01-21,1,35.4755,-119.1114,12.1,12.1,12.1,72,72384023155,"BAKERSFIELD AIRPORT, CA US",7.735300986852525,55.075,75.0,66.24000000000001,0.9600000000000001,17,3.845,24.1,46.6,51.95754716981132
23,2018-01-09,2018-01-27,19,35.5805,-119.2552,161.6,50.67499999999999,608.0999999999999,100,72384023155,"BAKERSFIELD AIRPORT, CA US",27.499337499896512,57.3875,75.0,70.6375,0.0,8,3.3875,12.0,45.087500000000006,573.875
24,2018-01-23,2018-01-23,1,35.576,-120.5723,7.4,7.4,7.4,57,72396593209,"PASO ROBLES MUNICIPAL AIRPORT, CA US",12.134805111908577,52.104545454545466,73.0,66.72272727272728,1.9300000000000002,15,3.7818181818181813,19.0,45.04090909090909,25.66726377071205
25,2018-01-09,2018-01-25,17,35.6576,-119.159,41.0,21.9,65.7,89,72384023155,"BAKERSFIELD AIRPORT, CA US",27.337528178882938,57.3875,75.0,70.6375,0.0,8,3.3875,12.0,45.087500000000006,573.875
26,2018-01-07,2018-01-27,21,35.6137,-115.3535,185.7,53.76666666666667,322.6,87,72209653127,"LAS VEGAS HENDERSON AIRPORT, NV US",47.11711495624592,50.35,69.1,64.03333333333335,0.0,6,4.866666666666667,15.9,14.516666666666666,503.5
