event_id,fire_start_date,fire_end_date,fire_duration_days,fire_latitude,fire_longitude,fire_max_frp,fire_avg_frp,fire_total_frp,confidence,station_id,station_name,station_distance_km,avg_temp_30d,max_temp_30d,avg_max_temp_30d,total_precip_30d,days_without_rain,avg_wind_speed,max_wind_speed,avg_dewpoint,temp_precip_ratio
3,2020-01-13,2020-01-15,3,32.7458,-116.6939,18.6,16.9,33.8,72,74718603164,"CAMPO ASOS, CA US",28.367771631377096,47.175000000000004,70.0,64.325,0.01,11,7.433333333333333,22.9,27.058333333333337,428.8636363636364
8,2020-01-28,2020-01-28,1,33.4432,-114.6443,64.6,37.333333333333336,112.0,96,74718823158,"BLYTHE ASOS, CA US",20.987736553085572,53.76296296296296,75.9,69.35555555555557,0.0,27,4.407407407407407,18.1,31.529629629629625,537.6296296296296
9,2020-01-30,2020-01-30,1,33.5715,-114.6144,15.3,11.733333333333334,35.2,71,74718823158,"BLYTHE ASOS, CA US",12.288216234413506,54.168965517241375,75.9,69.70689655172416,0.0,29,4.606896551724137,22.9,31.334482758620684,541.6896551724137
10,2020-01-26,2020-01-26,1,33.5954,-114.7384,19.6,13.05,26.1,82,74718823158,"BLYTHE ASOS, CA US",3.708831590366286,53.288000000000004,75.9,68.83200000000001,0.0,25,4.372,18.1,31.087999999999997,532.88
12,2020-01-08,2020-01-08,1,33.7009,-114.5581,13.3,13.3,13.3,58,74718823158,"BLYTHE ASOS, CA US",19.609986362354316,53.61428571428571,72.0,69.17142857142856,0.0,7,5.028571428571429,18.1,30.785714285714285,536.142857142857
14,2020-01-24,2020-01-24,1,34.1237,-117.9331,4.7,4.7,4.7,61,74704303165,"EL MONTE EMSU, CA US",11.994057116998766,60.30869565217392,82.4,68.31304347826087,0.0,23,2.5739130434782607,8.9,41.5,603.0869565217391
15,2020-01-22,2020-01-24,3,34.2302,-118.0716,25.6,21.55,43.1,78,74704303165,"EL MONTE EMSU, CA US",16.846929623104096,60.24285714285715,82.4,68.17142857142856,0.0,21,2.6095238095238096,8.9,41.042857142857144,602.4285714285714
16,2020-01-08,2020-01-15,8,34.3596,-118.962,18.0,10.466666666666669,62.8,69,72392623136,"CAMARILLO AIRPORT, CA US",21.56307404506153,57.699999999999996,80.1,72.21428571428571,0.0,7,5.3428571428571425,24.1,37.31428571428571,576.9999999999999
17,2020-01-31,2020-01-31,1,34.6004,-120.0668,4.8,4.8,4.8,55,72376293244,"SANTA YNEZ AIRPORT, CA US",1.21345492425518,48.71666666666668,73.4,64.94,299.96999999999997,27,3.3,18.1,39.45,0.16235100698725857
18,2020-01-13,2020-01-13,1,34.6695,-119.9824,18.2,18.2,18.2,71,72376293244,"SANTA YNEZ AIRPORT, CA US",12.456029683779285,48.51666666666666,73.4,65.6,99.99,11,3.7249999999999996,18.1,37.833333333333336,0.4847304092982982
19,2020-01-11,2020-01-31,21,34.7172,-118.3223,51.6,17.15,68.6,88,72381603159,"LANCASTER, CA US",12.4703659278554,43.7,66.9,61.65,0.0,10,7.75,35.0,32.31,437.0
20,2020-01-11,2020-01-27,17,34.7717,-118.4469,233.0,89.7,717.6,94,72381603159,"LANCASTER, CA US",26.232088380352728,43.7,66.9,61.65,0.0,10,7.75,35.0,32.31,437.0
21,2020-01-31,2020-01-31,1,34.7667,-120.3019,4.4,4.4,4.4,62,72289523243,"LOMPOC AIRPORT, CA US",21.395996120063018,50.80500000000001,73.9,63.80000000000001,0.48,17,5.68,19.0,41.370000000000005,87.59482758620692
22,2020-01-23,2020-01-23,1,34.8783,-120.3235,12.6,12.6,12.6,74,72394023273,"SANTA MARIA PUBLIC AIRPORT, CA US",14.387599102996054,51.02272727272727,75.0,65.29545454545455,0.63,19,6.072727272727274,21.0,41.27272727272726,69.89414694894147
23,2020-01-22,2020-01-22,1,35.3585,-118.9843,4.6,4.6,4.6,56,72384023155,"BAKERSFIELD AIRPORT, CA US",11.518907648522669,46.957142857142856,64.9,57.28571428571428,0.22999999999999998,19,3.2190476190476187,28.9,40.11904761904762,142.2943722943723
24,2020-01-31,2020-01-31,1,35.4897,-120.9819,5.8,5.4,10.8,59,99402399999,"PORT SAN LUIS, CA US",42.561067995292916,55.97666666666667,71.2,63.686666666666675,0.0,30,4.093333333333333,27.0,9999.900000000001,559.7666666666667
25,2020-01-06,2020-01-15,10,35.5939,-120.3125,45.5,20.17142857142857,141.2,92,72396593209,"PASO ROBLES MUNICIPAL AIRPORT, CA US",36.1356462141476,48.58,69.1,64.9,0.0,5,3.9,15.9,42.44,485.79999999999995
26,2020-01-17,2020-01-29,13,35.6149,-115.3518,149.8,52.45,209.8,78,72209653127,"LAS VEGAS HENDERSON AIRPORT, NV US",46.90523706012069,43.925,61.0,57.16875,0.02,15,5.025,14.0,24.675,366.04166666666663
27,2020-01-14,2020-01-22,9,35.653,-120.6149,18.2,11.133333333333333,33.4,79,72396593209,"PASO ROBLES MUNICIPAL AIRPORT, CA US",2.4104334315635674,45.76153846153846,69.1,61.353846153846156,0.03,12,3.623076923076923,15.9,39.93076923076922,352.0118343195266
28,2020-01-06,2020-01-06,1,35.6499,-120.4291,16.4,11.7,23.4,75,72396593209,"PASO ROBLES MUNICIPAL AIRPORT, CA US",22.31367764529184,48.58,69.1,64.9,0.0,5,3.9,15.9,42.44,485.79999999999995
29,2020-01-23,2020-01-23,1,35.6589,-120.7599,29.5,18.65,37.3,85,72396593209,"PASO ROBLES MUNICIPAL AIRPORT, CA US",14.55629893654248,45.21363636363636,69.1,59.713636363636354,0.6,20,3.613636363636364,19.0,39.81818181818182,64.5909090909091
30,2020-01-12,2020-01-12,1,35.6697,-120.8941,31.7,23.3,46.6,72,72396593209,"PASO ROBLES MUNICIPAL AIRPORT, CA US",29.406144217865947,46.52727272727273,69.1,62.24545454545455,0.03,10,3.7363636363636363,15.9,40.58181818181818,357.9020979020979
31,2020-01-29,2020-01-29,1,35.7772,-114.956,8.5,8.5,8.5,73,72074100269,"BOULDER CITY MUNICIPAL AIRPORT, NV US",21.59714309440039,48.189285714285724,68.0,59.578571428571436,99.99,27,4.071428571428571,24.1,26.307142857142857,0.481459543553659
32,2020-01-28,2020-01-28,1,35.839,-119.1905,16.2,16.2,16.2,65,72389523149,"PORTERVILLE MUNICIPAL AIRPORT, CA US",25.46993954734898,46.7037037037037,66.0,58.74074074074074,0.43,25,2.822222222222222,19.0,42.6037037037037,88.12019566736546
33,2020-01-16,2020-01-16,1,36.0076,-119.0602,54.4,22.0,66.0,92,72389523149,"PORTERVILLE MUNICIPAL AIRPORT, CA US",2.4376459274477775,45.61333333333334,63.0,57.10666666666666,0.06,14,2.82,8.9,41.54666666666666,285.08333333333337
35,2020-01-15,2020-01-31,17,36.0492,-120.9569,16.5,12.05,24.1,78,72396593209,"PASO ROBLES MUNICIPAL AIRPORT, CA US",55.68603766209272,45.51428571428571,69.1,61.042857142857144,0.03,13,3.6357142857142857,15.9,39.72857142857142,350.1098901098901
36,2020-01-16,2020-01-16,1,36.0604,-118.9431,19.9,11.94,59.7,79,72389523149,"PORTERVILLE MUNICIPAL AIRPORT, CA US",13.691696614868327,45.61333333333334,63.0,57.10666666666666,0.06,14,2.82,8.9,41.54666666666666,285.08333333333337
37,2020-01-22,2020-01-22,1,36.1457,-120.1299,5.0,5.0,5.0,58,74702023110,"LEMOORE REEVES NAS, CA US",28.853387676924683,44.1047619047619,64.9,57.08571428571428,0.56,19,4.661904761904761,21.0,40.304761904761904,66.82539682539682
38,2020-01-07,2020-01-07,1,36.1514,-121.12,12.2,12.2,12.2,70,72396593209,"PASO ROBLES MUNICIPAL AIRPORT, CA US",76.36177487273362,48.01666666666666,69.1,64.43333333333334,0.0,6,3.5666666666666664,15.9,41.63333333333333,480.1666666666666
40,2020-01-16,2020-01-16,1,36.2688,-119.1788,17.3,11.05,22.1,77,72389693144,"VISALIA MUNICIPAL AIRPORT, CA US",25.121577505900376,44.62666666666667,64.0,56.686666666666675,0.09,13,2.58,9.9,42.086666666666666,234.87719298245617
41,2020-01-22,2020-01-22,1,36.3779,-120.1211,4.9,4.9,4.9,53,74702023110,"LEMOORE REEVES NAS, CA US",19.62588451160563,44.1047619047619,64.9,57.08571428571428,0.56,19,4.661904761904761,21.0,40.304761904761904,66.82539682539682
42,2020-01-15,2020-01-15,1,36.4057,-116.2977,56.7,39.4,118.2,83,72387003160,"DESERT ROCK AIRPORT, NV US",38.295485823005905,41.128571428571426,61.0,56.042857142857144,0.0,14,4.457142857142857,20.0,20.97142857142857,411.2857142857142
43,2020-01-16,2020-01-16,1,36.4375,-119.6098,14.6,11.1,22.2,75,72389853119,"HANFORD MUNICIPAL AIRPORT, CA US",14.07579007992442,44.84,66.0,57.493333333333325,0.3,14,2.2333333333333334,13.0,41.00666666666667,112.10000000000001
44,2020-01-09,2020-01-16,8,36.4384,-119.4491,36.0,23.15,46.3,88,72389693144,"VISALIA MUNICIPAL AIRPORT, CA US",14.56978190402633,45.800000000000004,64.0,58.025000000000006,0.04,7,2.4375,9.9,43.6875,327.14285714285717
45,2020-01-16,2020-01-16,1,36.4491,-119.1233,6.1,6.05,12.1,57,72389693144,"VISALIA MUNICIPAL AIRPORT, CA US",34.050160495406395,44.62666666666667,64.0,56.686666666666675,0.09,13,2.58,9.9,42.086666666666666,234.87719298245617
46,2020-01-16,2020-01-16,1,36.5962,-119.2965,8.5,8.5,8.5,63,72389693144,"VISALIA MUNICIPAL AIRPORT, CA US",33.08643025107025,44.62666666666667,64.0,56.686666666666675,0.09,13,2.58,9.9,42.086666666666666,234.87719298245617
47,2020-01-17,2020-01-17,1,36.6781,-120.6817,18.7,14.85,29.7,73,99999993243,"MERCED 23 WSW, CA US",66.03526486234432,43.35625,62.8,58.1,0.26,15,,,9999.9,120.43402777777779
