event_id,start_date,end_date,duration_days,num_detections,latitude,longitude,max_frp,avg_frp,total_frp,max_confidence,avg_confidence,year,month,day
0,2019-01-07,2019-01-07,1,1,32.6584,-116.2738,11.0,11.0,11.0,70,70.0,2019,1,7
1,2019-01-25,2019-01-25,1,4,32.7815,-114.4019,102.7,59.175,236.7,77,66.0,2019,1,25
2,2019-01-26,2019-01-26,1,1,32.7696,-115.7064,16.8,16.8,16.8,84,84.0,2019,1,26
3,2019-01-23,2019-01-23,1,2,32.9066,-115.5828,121.6,98.44999999999999,196.89999999999998,84,80.5,2019,1,23
4,2019-01-24,2019-01-24,1,2,32.9344,-115.472,38.5,28.5,57.0,90,85.5,2019,1,24
5,2019-01-29,2019-01-29,1,2,32.9544,-116.5925,138.8,88.35000000000001,176.70000000000002,100,84.5,2019,1,29
6,2019-01-23,2019-01-23,1,4,33.0819,-115.4374,220.6,162.89999999999998,651.5999999999999,92,87.75,2019,1,23
7,2019-01-21,2019-01-21,1,1,33.2653,-117.0217,8.5,8.5,8.5,55,55.0,2019,1,21
8,2019-01-07,2019-01-09,3,2,33.5458,-116.1872,18.2,15.85,31.7,80,78.0,2019,1,9
9,2019-01-08,2019-01-08,1,1,33.5556,-116.0124,13.6,13.6,13.6,78,78.0,2019,1,8
10,2019-01-01,2019-01-01,1,1,34.007,-117.379,6.5,6.5,6.5,59,59.0,2019,1,1
11,2019-01-09,2019-01-25,17,4,34.0962,-117.5321,6.5,4.925,19.7,63,60.0,2019,1,25
12,2019-01-04,2019-01-04,1,2,34.3561,-118.9611,8.0,7.75,15.5,62,60.0,2019,1,4
13,2019-01-30,2019-01-30,1,1,34.6285,-120.0219,3.2,3.2,3.2,50,50.0,2019,1,30
14,2019-01-24,2019-01-24,1,2,34.7127,-118.3066,30.6,23.75,47.5,76,75.5,2019,1,24
15,2019-01-24,2019-01-24,1,7,34.7746,-118.4447,719.7,135.27142857142857,946.9000000000001,84,77.0,2019,1,24
16,2019-01-30,2019-01-30,1,1,34.7571,-120.2295,5.4,5.4,5.4,60,60.0,2019,1,30
17,2019-01-24,2019-01-24,1,1,34.7971,-118.5263,29.9,29.9,29.9,75,75.0,2019,1,24
18,2019-01-30,2019-01-30,1,1,35.0212,-120.5153,3.8,3.8,3.8,53,53.0,2019,1,30
19,2019-01-16,2019-01-16,1,1,35.1211,-118.9906,12.2,12.2,12.2,65,65.0,2019,1,16
20,2019-01-03,2019-01-03,1,1,35.2697,-119.4862,12.9,12.9,12.9,58,58.0,2019,1,3
21,2019-01-31,2019-01-31,1,5,35.3785,-120.094,240.9,109.26000000000002,546.3000000000001,94,84.0,2019,1,31
22,2019-01-07,2019-01-24,18,3,35.4562,-119.306,10.6,8.0,24.0,69,63.333333333333336,2019,1,7
23,2019-01-19,2019-01-19,1,1,35.4982,-119.433,6.1,6.1,6.1,51,51.0,2019,1,19
24,2019-01-07,2019-01-12,6,9,35.5685,-119.2304,132.1,88.13333333333333,793.1999999999999,99,79.0,2019,1,7
25,2019-01-10,2019-01-26,17,3,35.6198,-115.3432,377.6,150.70000000000002,452.1,85,71.33333333333333,2019,1,26
26,2019-01-04,2019-01-04,1,1,35.7408,-121.2982,26.3,26.3,26.3,73,73.0,2019,1,4
27,2019-01-30,2019-01-30,1,2,35.7827,-114.9646,13.5,12.7,25.4,76,72.0,2019,1,30
28,2019-01-08,2019-01-08,1,1,35.965,-118.9662,8.1,8.1,8.1,60,60.0,2019,1,8
29,2019-01-01,2019-01-01,1,1,36.1292,-114.9293,14.1,14.1,14.1,59,59.0,2019,1,1
30,2019-01-19,2019-01-31,13,5,36.1712,-120.1173,37.1,17.68,88.4,89,74.6,2019,1,31
31,2019-01-07,2019-01-07,1,1,36.1424,-119.0025,5.9,5.9,5.9,50,50.0,2019,1,7
32,2019-01-22,2019-01-24,3,5,36.2965,-119.1783,32.3,13.940000000000001,69.7,87,63.0,2019,1,24
33,2019-01-12,2019-01-12,1,1,36.3613,-120.243,20.1,20.1,20.1,56,56.0,2019,1,12
34,2019-01-31,2019-01-31,1,2,36.3729,-120.1312,20.4,19.299999999999997,38.599999999999994,82,81.5,2019,1,31
35,2019-01-31,2019-01-31,1,2,36.4211,-120.3499,61.6,52.95,105.9,95,93.0,2019,1,31
36,2019-01-12,2019-01-12,1,2,36.436,-119.6222,32.0,19.9,39.8,64,61.0,2019,1,12
37,2019-01-31,2019-01-31,1,2,36.5206,-120.3096,15.5,10.9,21.8,73,66.5,2019,1,31
38,2019-01-12,2019-01-12,1,3,36.5875,-119.9129,63.2,26.53333333333333,79.6,79,69.0,2019,1,12
39,2019-01-04,2019-01-04,1,2,36.5779,-121.4879,5.8,5.3,10.6,64,63.0,2019,1,4
40,2019-01-12,2019-01-12,1,2,36.5995,-119.9083,14.0,11.65,23.3,76,72.0,2019,1,12
41,2019-01-07,2019-01-07,1,2,36.6275,-120.5118,158.1,149.3,298.6,81,77.5,2019,1,7
42,2019-01-10,2019-01-10,1,4,36.6657,-120.6594,16.0,11.875,47.5,74,65.5,2019,1,10
43,2019-01-31,2019-01-31,1,1,36.7151,-120.4294,19.6,19.6,19.6,81,81.0,2019,1,31
