event_id,fire_start_date,fire_end_date,fire_duration_days,fire_latitude,fire_longitude,fire_max_frp,fire_avg_frp,fire_total_frp,confidence,station_id,station_name,station_distance_km,avg_temp_30d,max_temp_30d,avg_max_temp_30d,total_precip_30d,days_without_rain,avg_wind_speed,max_wind_speed,avg_dewpoint,temp_precip_ratio
5,2014-01-23,2014-01-23,1,33.6977,-114.5497,34.1,27.85,55.7,79,74718823158,"BLYTHE ASOS, CA US",20.284125452276793,56.89545454545455,80.1,73.53636363636362,0.0,22,4.681818181818183,18.1,18.400000000000002,568.9545454545455
6,2014-01-21,2014-01-21,1,33.8066,-114.4482,28.5,28.5,28.5,83,74718823158,"BLYTHE ASOS, CA US",36.173890410429095,56.404999999999994,80.1,73.08,0.0,20,4.670000000000001,18.1,18.615000000000002,564.05
7,2014-01-23,2014-01-23,1,33.9085,-114.4832,21.8,21.8,21.8,64,74718823158,"BLYTHE ASOS, CA US",41.152953779379025,56.89545454545455,80.1,73.53636363636362,0.0,22,4.681818181818183,18.1,18.400000000000002,568.9545454545455
8,2014-01-14,2014-01-14,1,34.0043,-117.41,8.1,8.1,8.1,63,72286903171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6.363643940330271,57.69230769230769,82.0,75.65384615384615,0.0,13,3.169230769230769,15.0,28.399999999999995,576.9230769230769
9,2014-01-27,2014-01-27,1,34.0266,-114.3528,59.9,59.9,59.9,63,99999953172,"LAKE HAVASU CITY 19 SE, AZ US",34.94034754735534,56.71153846153846,78.1,72.98846153846154,0.0,26,,,9999.899999999998,567.1153846153845
12,2014-01-31,2014-01-31,1,34.4214,-119.2795,10.3,9.4,18.8,73,72392793110,"OXNARD VENTURA CO AIRPORT, CA US",25.946341364117014,58.24666666666666,84.9,72.21333333333334,0.01,29,4.543333333333334,22.0,36.983333333333334,529.5151515151515
14,2014-01-31,2014-01-31,1,34.9462,-119.6302,8.9,8.9,8.9,67,99834099999,"SANTA BARBARA, CA US",59.81984334382654,58.84333333333334,82.4,68.06,0.0,30,3.2700000000000005,36.9,9999.900000000001,588.4333333333334
16,2014-01-24,2014-01-29,6,35.4969,-119.5389,133.0,42.660714285714285,1194.5,100,72384023155,"BAKERSFIELD AIRPORT, CA US",54.13492545903426,51.25652173913043,79.0,68.6304347826087,0.0,23,2.6956521739130435,24.1,33.27826086956522,512.5652173913043
17,2014-01-12,2014-01-12,1,35.619,-115.3582,4.1,3.75,7.5,63,72209653127,"LAS VEGAS HENDERSON AIRPORT, NV US",46.89248070548313,46.38181818181818,64.9,61.73636363636364,0.0,11,5.163636363636364,12.0,17.50909090909091,463.8181818181818
19,2014-01-21,2014-01-21,1,36.1747,-120.1083,5.6,4.699999999999999,9.4,60,74702023110,"LEMOORE REEVES NAS, CA US",24.875485574655006,49.165000000000006,75.0,68.66,0.0,20,3.9,21.0,31.015000000000004,491.65000000000003
21,2014-01-31,2014-01-31,1,36.2373,-119.1452,19.3,19.3,19.3,76,72389523149,"PORTERVILLE MUNICIPAL AIRPORT, CA US",24.831538465056653,50.38095238095238,75.2,68.34285714285714,0.0,21,3.4380952380952374,9.9,34.05714285714285,503.8095238095238
22,2014-01-30,2014-01-30,1,36.4527,-120.2774,7.1,7.1,7.1,63,74702023110,"LEMOORE REEVES NAS, CA US",38.68154222578112,51.02758620689655,81.0,70.55172413793105,0.0,29,4.155172413793103,21.0,30.717241379310348,510.27586206896547
24,2014-01-13,2014-01-13,1,36.4965,-119.4518,8.3,7.85,15.7,58,72389693144,"VISALIA MUNICIPAL AIRPORT, CA US",20.77274442429021,46.74166666666665,64.4,62.15,0.0,12,2.025,8.9,33.90833333333333,467.4166666666665
25,2014-01-31,2014-01-31,1,36.5097,-120.0327,54.8,50.1,150.3,93,74702023110,"LEMOORE REEVES NAS, CA US",21.62240878983954,51.28666666666666,81.0,70.60000000000001,0.0,30,4.21,21.0,31.28333333333334,512.8666666666666
26,2014-01-31,2014-01-31,1,36.5265,-120.0481,45.5,17.6,70.4,91,74702023110,"LEMOORE REEVES NAS, CA US",24.048415496803845,51.28666666666666,81.0,70.60000000000001,0.0,30,4.21,21.0,31.28333333333334,512.8666666666666
28,2014-01-31,2014-01-31,1,36.63,-120.0261,19.8,18.6,55.8,79,74702023110,"LEMOORE REEVES NAS, CA US",33.9965110966837,51.28666666666666,81.0,70.60000000000001,0.0,30,4.21,21.0,31.28333333333334,512.8666666666666
29,2014-01-13,2014-01-13,1,36.64,-119.0125,14.8,14.3,28.6,60,72389693144,"VISALIA MUNICIPAL AIRPORT, CA US",56.01911011241535,46.74166666666665,64.4,62.15,0.0,12,2.025,8.9,33.90833333333333,467.4166666666665
31,2014-01-13,2014-01-13,1,36.6564,-120.4552,9.5,9.5,9.5,55,74504693242,"MADERA MUNICIPAL AIRPORT, CA US",52.85102167963217,46.40833333333334,66.0,63.65,0.0,12,2.725,14.0,34.83333333333333,464.08333333333337
33,2014-01-31,2014-01-31,1,36.8063,-120.2302,57.8,20.58,205.8,94,74504693242,"MADERA MUNICIPAL AIRPORT, CA US",23.867992398207416,48.806666666666665,77.0,67.57666666666667,0.0,30,2.783333333333333,14.0,33.906666666666666,488.0666666666666
34,2014-01-31,2014-01-31,1,36.821,-119.967,12.2,12.2,12.2,64,74504693242,"MADERA MUNICIPAL AIRPORT, CA US",24.206233195458655,48.806666666666665,77.0,67.57666666666667,0.0,30,2.783333333333333,14.0,33.906666666666666,488.0666666666666
35,2014-01-31,2014-01-31,1,36.9136,-120.0407,16.4,11.133333333333333,33.4,73,74504693242,"MADERA MUNICIPAL AIRPORT, CA US",11.101278035924489,48.806666666666665,77.0,67.57666666666667,0.0,30,2.783333333333333,14.0,33.906666666666666,488.0666666666666
36,2014-01-13,2014-01-31,19,37.0214,-120.3408,32.0,18.9,56.7,87,74504693242,"MADERA MUNICIPAL AIRPORT, CA US",25.860031151274658,46.40833333333334,66.0,63.65,0.0,12,2.725,14.0,34.83333333333333,464.08333333333337
38,2014-01-31,2014-01-31,1,37.1247,-120.3195,10.0,10.0,10.0,69,74504693242,"MADERA MUNICIPAL AIRPORT, CA US",27.884630524410777,48.806666666666665,77.0,67.57666666666667,0.0,30,2.783333333333333,14.0,33.906666666666666,488.0666666666666
80,2014-01-28,2014-01-28,1,39.9962,-122.1879,18.9,18.9,18.9,79,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",18.805565489237125,51.82222222222222,80.1,71.78148148148148,0.01,26,5.677777777777778,17.1,24.829629629629633,471.11111111111114
86,2014-01-25,2014-01-25,1,41.4752,-120.5303,24.9,24.9,24.9,53,72595894299,"ALTURAS MUNICIPAL AIRPORT, CA US",3.5870975431954633,30.579166666666666,9999.9,1710.7375,0.02,22,2.6750000000000003,20.0,16.0625,254.82638888888886
93,2014-02-03,2014-02-04,2,33.4273,-114.6448,54.6,39.03333333333333,117.1,78,74718823158,"BLYTHE ASOS, CA US",22.616890985272438,58.669999999999995,82.0,74.72999999999999,0.0,30,5.073333333333333,19.0,19.956666666666663,586.6999999999999
94,2014-02-03,2014-02-03,1,34.0495,-114.3962,15.7,15.7,15.7,77,99999953172,"LAKE HAVASU CITY 19 SE, AZ US",36.8346772539129,57.816666666666656,78.8,73.38333333333335,0.0,30,,,9999.900000000001,578.1666666666665
97,2014-02-24,2014-02-24,1,34.9294,-118.3332,3.0,3.0,3.0,50,72381603159,"LANCASTER, CA US",24.813378702841533,52.176666666666655,84.0,68.75999999999999,0.11,28,9.083333333333334,26.0,25.966666666666672,248.46031746031738
99,2014-02-01,2014-02-01,1,35.1393,-118.8518,9.4,9.4,9.4,71,72384023155,"BAKERSFIELD AIRPORT, CA US",39.77107496336039,53.666666666666664,79.0,69.75333333333333,0.12,29,3.5833333333333335,25.1,32.083333333333336,243.93939393939394
