fire_id,fire_date,fire_latitude,fire_longitude,fire_frp,confidence,station_id,station_name,station_distance_km,fire_month,fire_year,avg_temp_30d,max_temp_30d,avg_max_temp_30d,total_precip_30d,days_without_rain,avg_wind_speed,max_wind_speed,avg_dewpoint,temp_precip_ratio
0,2014-06-12,32.5308,-114.7806,34.7,92,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1184.8641548198318,6,2014,78.12000000000002,106.0,95.67666666666668,0.24000000000000002,28,7.276666666666668,21.0,39.63333333333333,229.76470588235298
1,2014-06-12,32.5323,-114.7701,64.1,100,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1185.5617365013159,6,2014,78.12000000000002,106.0,95.67666666666668,0.24000000000000002,28,7.276666666666668,21.0,39.63333333333333,229.76470588235298
2,2014-03-28,32.5702,-114.5877,37.8,57,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1196.8748863495807,3,2014,57.45666666666667,86.0,71.64666666666666,5.760000000000001,18,7.45,22.9,40.98333333333334,9.804891922639364
3,2014-03-28,32.5714,-114.5715,80.3,90,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1198.0606218066637,3,2014,57.45666666666667,86.0,71.64666666666666,5.760000000000001,18,7.45,22.9,40.98333333333334,9.804891922639364
4,2014-03-28,32.5739,-114.5694,47.9,67,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1198.0317134940228,3,2014,57.45666666666667,86.0,71.64666666666666,5.760000000000001,18,7.45,22.9,40.98333333333334,9.804891922639364
5,2014-03-28,32.5749,-114.5842,83.2,89,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1196.7844798364233,3,2014,57.45666666666667,86.0,71.64666666666666,5.760000000000001,18,7.45,22.9,40.98333333333334,9.804891922639364
6,2014-04-15,32.5766,-114.5759,176.0,100,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1197.3075708042445,4,2014,58.32666666666667,82.9,73.14666666666668,1.46,22,6.933333333333334,26.0,41.986666666666665,37.388888888888886
7,2014-04-15,32.5787,-114.5879,33.3,81,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1196.1958727832657,4,2014,58.32666666666667,82.9,73.14666666666668,1.46,22,6.933333333333334,26.0,41.986666666666665,37.388888888888886
8,2014-06-21,32.5793,-114.7041,7.2,62,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1187.006999186835,6,2014,79.15666666666667,106.0,96.03333333333333,0.0,30,7.779999999999999,21.0,38.07666666666666,791.5666666666666
9,2014-06-21,32.5813,-114.716,9.6,73,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1185.9173850817951,6,2014,79.15666666666667,106.0,96.03333333333333,0.0,30,7.779999999999999,21.0,38.07666666666666,791.5666666666666
