latitude,longitude,acq_date,satellite,instrument,frp,type,bright_t31,confidence,year,month,datetime,day,confidence_level,frp_category
32.5979,-114.5969,2014-12-20,Terra,MODIS,11.6,0,288.3,72,2014,12,2014-12-20,20,high,low
32.6016,-114.6074,2014-04-15,Terra,MODIS,16.5,0,309.4,62,2014,4,2014-04-15,15,medium,low
32.6021,-114.7312,2014-07-15,Terra,MODIS,14.1,0,314.1,59,2014,7,2014-07-15,15,medium,low
32.6024,-114.6143,2014-03-03,Aqua,MODIS,16.0,0,299.3,50,2014,3,2014-03-03,3,medium,low
32.6095,-114.6074,2014-08-26,Aqua,MODIS,6.2,0,295.4,74,2014,8,2014-08-26,26,high,low
32.6101,-114.6059,2014-03-03,Terra,MODIS,16.9,0,292.5,56,2014,3,2014-03-03,3,medium,low
32.6164,-114.7714,2014-07-21,Aqua,MODIS,24.6,0,326.5,79,2014,7,2014-07-21,21,high,medium-low
32.6213,-114.7468,2014-06-25,Terra,MODIS,100.3,0,316.3,99,2014,6,2014-06-25,25,high,high
32.6238,-114.7607,2014-06-25,Terra,MODIS,36.0,0,317.4,79,2014,6,2014-06-25,25,high,medium-low
32.6322,-114.6266,2014-01-28,Aqua,MODIS,10.3,0,300.1,68,2014,1,2014-01-28,28,medium,low
32.6614,-115.6034,2014-11-24,Aqua,MODIS,15.8,0,300.2,74,2014,11,2014-11-24,24,high,low
32.663000000000004,-115.5899,2014-11-24,Aqua,MODIS,8.7,0,299.9,59,2014,11,2014-11-24,24,medium,low
32.6674,-115.5847,2014-11-20,Aqua,MODIS,247.6,0,301.2,93,2014,11,2014-11-20,20,high,high
32.6721,-115.6541,2014-11-25,Terra,MODIS,29.5,0,300.6,75,2014,11,2014-11-25,25,high,medium-low
32.6739,-115.6651,2014-11-25,Terra,MODIS,21.6,0,299.3,71,2014,11,2014-11-25,25,high,medium-low
32.6811,-115.3641,2014-11-30,Aqua,MODIS,195.0,0,301.2,100,2014,11,2014-11-30,30,high,high
32.6842,-115.3476,2014-11-30,Aqua,MODIS,97.3,0,296.9,93,2014,11,2014-11-30,30,high,high
32.6901,-114.3052,2014-01-16,Terra,MODIS,14.1,0,294.8,65,2014,1,2014-01-16,16,medium,low
32.6932,-115.6414,2014-02-01,Aqua,MODIS,27.1,0,295.3,59,2014,2,2014-02-01,1,medium,medium-low
32.6968,-115.351,2014-02-04,Aqua,MODIS,30.8,0,282.5,86,2014,2,2014-02-04,4,high,medium-low
32.7048,-115.6237,2014-02-01,Aqua,MODIS,40.5,0,294.8,69,2014,2,2014-02-01,1,medium,medium-low
32.7077,-115.3742,2014-06-14,Terra,MODIS,15.6,0,297.1,67,2014,6,2014-06-14,14,medium,low
32.7103,-114.0965,2014-06-12,Aqua,MODIS,76.6,0,319.2,100,2014,6,2014-06-12,12,high,medium-high
32.7118,-115.3539,2014-06-14,Terra,MODIS,17.2,0,297.9,71,2014,6,2014-06-14,14,high,low
32.7119,-114.5493,2014-06-23,Aqua,MODIS,103.7,0,327.3,100,2014,6,2014-06-23,23,high,high
32.7125,-114.5147,2014-06-30,Aqua,MODIS,32.5,0,315.3,84,2014,6,2014-06-30,30,high,medium-low
32.7152,-114.5308,2014-04-15,Terra,MODIS,52.4,0,311.8,90,2014,4,2014-04-15,15,high,medium-high
32.7164,-115.3703,2014-06-14,Terra,MODIS,185.0,0,299.5,100,2014,6,2014-06-14,14,high,high
32.7173,-114.5428,2014-04-15,Terra,MODIS,135.7,0,313.4,100,2014,4,2014-04-15,15,high,high
32.7181,-115.3549,2014-06-14,Aqua,MODIS,29.2,0,294.8,100,2014,6,2014-06-14,14,high,medium-low
32.7196,-115.3776,2014-06-14,Terra,MODIS,77.4,0,297.8,100,2014,6,2014-06-14,14,high,medium-high
32.7197,-115.3655,2014-06-14,Aqua,MODIS,53.9,0,294.5,100,2014,6,2014-06-14,14,high,medium-high
32.7205,-115.35,2014-06-14,Terra,MODIS,28.1,0,297.4,87,2014,6,2014-06-14,14,high,medium-low
32.7238,-115.3573,2014-06-14,Terra,MODIS,76.1,0,297.8,100,2014,6,2014-06-14,14,high,medium-high
32.733000000000004,-115.2694,2014-02-26,Terra,MODIS,18.4,0,297.9,76,2014,2,2014-02-26,26,high,low
32.7424,-116.6931,2014-02-27,Aqua,MODIS,14.6,0,289.6,64,2014,2,2014-02-27,27,medium,low
32.745,-115.4879,2014-10-24,Aqua,MODIS,208.6,0,309.4,90,2014,10,2014-10-24,24,high,high
32.7481,-116.6822,2014-02-10,Terra,MODIS,21.6,0,291.1,81,2014,2,2014-02-10,10,high,medium-low
32.7497,-116.6928,2014-02-10,Terra,MODIS,8.5,0,290.4,59,2014,2,2014-02-10,10,medium,low
32.7507,-114.5239,2014-06-30,Aqua,MODIS,95.4,0,318.8,100,2014,6,2014-06-30,30,high,medium-high
32.7524,-115.4553,2014-10-24,Aqua,MODIS,72.8,0,309.5,70,2014,10,2014-10-24,24,medium,medium-high
32.7525,-114.3344,2014-01-27,Terra,MODIS,20.2,0,296.8,81,2014,1,2014-01-27,27,high,medium-low
32.754,-114.3449,2014-01-27,Terra,MODIS,30.5,0,298.3,87,2014,1,2014-01-27,27,high,medium-low
32.76,-115.6001,2014-08-09,Terra,MODIS,47.6,0,311.3,85,2014,8,2014-08-09,9,high,medium-high
32.76,-114.4926,2014-07-07,Terra,MODIS,71.0,0,305.6,66,2014,7,2014-07-07,7,medium,medium-high
32.7603,-115.6856,2014-11-25,Terra,MODIS,17.6,0,300.1,50,2014,11,2014-11-25,25,medium,low
32.7621,-115.6966,2014-11-25,Terra,MODIS,31.6,0,300.1,77,2014,11,2014-11-25,25,high,medium-low
32.7621,-114.3265,2014-06-18,Terra,MODIS,22.7,0,318.5,61,2014,6,2014-06-18,18,medium,medium-low
32.7633,-114.5385,2014-06-19,Aqua,MODIS,138.7,0,325.5,100,2014,6,2014-06-19,19,high,high
32.7689,-114.3675,2014-01-17,Aqua,MODIS,18.7,0,300.7,75,2014,1,2014-01-17,17,high,low
32.7833,-115.6795,2014-10-01,Terra,MODIS,9.2,0,313.2,54,2014,10,2014-10-01,1,medium,low
32.8039,-114.5343,2014-07-11,Terra,MODIS,25.7,0,315.8,63,2014,7,2014-07-11,11,medium,medium-low
32.8082,-117.0943,2014-07-13,Aqua,MODIS,49.8,0,297.6,69,2014,7,2014-07-13,13,medium,medium-high
32.81,-118.4169,2014-08-30,Terra,MODIS,15.3,3,305.2,65,2014,8,2014-08-30,30,medium,low
32.8104,-117.0532,2014-07-13,Aqua,MODIS,345.7,0,297.9,94,2014,7,2014-07-13,13,high,high
32.8108,-116.5016,2014-03-08,Aqua,MODIS,221.1,0,304.7,100,2014,3,2014-03-08,8,high,high
32.8119,-118.42,2014-09-13,Terra,MODIS,10.3,3,303.6,61,2014,9,2014-09-13,13,medium,low
32.8126,-116.4902,2014-03-08,Aqua,MODIS,370.8,0,307.5,100,2014,3,2014-03-08,8,high,high
32.8182,-116.4969,2014-03-08,Aqua,MODIS,273.5,0,308.3,100,2014,3,2014-03-08,8,high,high
32.8194,-114.541,2014-08-07,Terra,MODIS,50.7,0,315.6,95,2014,8,2014-08-07,7,high,medium-high
32.8201,-116.4852,2014-03-08,Aqua,MODIS,34.5,0,294.5,84,2014,3,2014-03-08,8,high,medium-low
32.8201,-115.6306,2014-10-24,Aqua,MODIS,134.3,0,308.7,83,2014,10,2014-10-24,24,high,high
32.8218,-117.0913,2014-07-13,Aqua,MODIS,91.5,0,297.9,80,2014,7,2014-07-13,13,high,medium-high
32.823,-115.6275,2014-10-24,Aqua,MODIS,266.5,0,308.9,93,2014,10,2014-10-24,24,high,high
32.8243,-117.0494,2014-07-13,Aqua,MODIS,331.4,0,297.3,94,2014,7,2014-07-13,13,high,high
32.8272,-117.0545,2014-07-13,Aqua,MODIS,44.0,0,297.2,70,2014,7,2014-07-13,13,medium,medium-high
32.8279,-115.5976,2014-10-24,Aqua,MODIS,472.0,0,312.7,100,2014,10,2014-10-24,24,high,high
32.8306,-115.5944,2014-10-24,Aqua,MODIS,509.6,0,312.3,100,2014,10,2014-10-24,24,high,high
32.8461,-116.441,2014-02-25,Aqua,MODIS,12.6,0,292.5,58,2014,2,2014-02-25,25,medium,low
32.8466,-114.445,2014-12-24,Aqua,MODIS,116.1,0,279.7,73,2014,12,2014-12-24,24,high,high
32.8487,-114.4644,2014-12-24,Terra,MODIS,33.0,0,281.4,96,2014,12,2014-12-24,24,high,medium-low
32.8503,-114.4489,2014-12-24,Terra,MODIS,193.1,0,285.8,100,2014,12,2014-12-24,24,high,high
32.851,-115.3738,2014-01-10,Aqua,MODIS,8.7,0,300.0,62,2014,1,2014-01-10,10,medium,low
32.8514,-115.7413,2014-11-12,Aqua,MODIS,8.3,0,303.0,60,2014,11,2014-11-12,12,medium,low
32.8557,-116.4426,2014-02-25,Aqua,MODIS,55.7,0,294.2,91,2014,2,2014-02-25,25,high,medium-high
32.861,-114.4505,2014-12-24,Terra,MODIS,37.9,0,283.3,100,2014,12,2014-12-24,24,high,medium-low
32.8655,-116.1426,2014-10-13,Aqua,MODIS,89.1,0,310.8,91,2014,10,2014-10-13,13,high,medium-high
32.8656,-116.1303,2014-10-13,Aqua,MODIS,209.7,0,314.3,100,2014,10,2014-10-13,13,high,high
32.8679,-114.4436,2014-12-24,Terra,MODIS,28.8,0,292.7,79,2014,12,2014-12-24,24,high,medium-low
32.8689,-116.1245,2014-10-13,Aqua,MODIS,259.4,0,316.4,100,2014,10,2014-10-13,13,high,high
32.8691,-116.1125,2014-10-13,Aqua,MODIS,17.0,0,311.8,62,2014,10,2014-10-13,13,medium,low
32.8695,-114.4597,2014-12-24,Terra,MODIS,98.3,0,291.9,95,2014,12,2014-12-24,24,high,high
32.8737,-116.1212,2014-10-13,Terra,MODIS,80.1,0,312.2,91,2014,10,2014-10-13,13,high,medium-high
32.8769,-116.1337,2014-10-13,Aqua,MODIS,89.4,0,311.6,91,2014,10,2014-10-13,13,high,medium-high
32.8771,-116.1387,2014-10-13,Terra,MODIS,35.5,0,312.2,80,2014,10,2014-10-13,13,high,medium-low
32.9564,-116.6027,2014-02-25,Aqua,MODIS,29.0,0,294.5,81,2014,2,2014-02-25,25,high,medium-low
32.958,-116.5898,2014-02-25,Aqua,MODIS,592.5,0,316.6,100,2014,2,2014-02-25,25,high,high
32.9595,-116.5774,2014-02-25,Aqua,MODIS,116.2,0,295.6,100,2014,2,2014-02-25,25,high,high
32.9668,-116.5849,2014-02-26,Aqua,MODIS,39.6,0,277.5,78,2014,2,2014-02-26,26,high,medium-low
32.9673,-116.5776,2014-02-26,Aqua,MODIS,31.3,0,276.5,63,2014,2,2014-02-26,26,medium,medium-low
32.9676,-116.5912,2014-02-25,Aqua,MODIS,13.5,0,290.4,61,2014,2,2014-02-25,25,medium,low
32.9899,-117.165,2014-05-13,Aqua,MODIS,75.5,0,313.9,90,2014,5,2014-05-13,13,high,medium-high
32.9932,-117.1479,2014-05-13,Aqua,MODIS,280.6,0,319.4,100,2014,5,2014-05-13,13,high,high
32.9958,-117.1255,2014-05-13,Terra,MODIS,174.5,0,313.4,75,2014,5,2014-05-13,13,high,high
32.9963,-117.1311,2014-05-13,Aqua,MODIS,89.7,0,317.2,93,2014,5,2014-05-13,13,high,medium-high
32.9993,-117.1438,2014-05-13,Terra,MODIS,123.1,0,311.3,72,2014,5,2014-05-13,13,high,high
33.0009,-117.1682,2014-05-13,Aqua,MODIS,119.4,0,315.2,97,2014,5,2014-05-13,13,high,high
33.001999999999995,-117.117,2014-05-13,Terra,MODIS,141.7,0,313.7,97,2014,5,2014-05-13,13,high,high
33.004,-117.1513,2014-05-13,Aqua,MODIS,303.8,0,318.6,100,2014,5,2014-05-13,13,high,high
33.0057,-117.1353,2014-05-13,Terra,MODIS,278.3,0,316.2,100,2014,5,2014-05-13,13,high,high
33.0202,-115.3401,2014-07-09,Terra,MODIS,67.0,0,300.6,84,2014,7,2014-07-09,9,high,medium-high
33.0762,-116.5584,2014-07-03,Terra,MODIS,149.0,0,313.3,83,2014,7,2014-07-03,3,high,high
33.0783,-116.5845,2014-07-03,Aqua,MODIS,72.4,0,321.1,98,2014,7,2014-07-03,3,high,medium-high
33.08,-116.5632,2014-07-03,Terra,MODIS,166.8,0,313.2,84,2014,7,2014-07-03,3,high,high
33.0809,-115.5329,2014-06-19,Aqua,MODIS,18.9,0,325.9,64,2014,6,2014-06-19,19,medium,low
33.0886,-117.1687,2014-05-15,Aqua,MODIS,145.9,0,310.1,87,2014,5,2014-05-15,15,high,high
33.0913,-117.1881,2014-05-15,Terra,MODIS,85.6,0,292.6,85,2014,5,2014-05-15,15,high,medium-high
33.0943,-117.1425,2014-05-15,Aqua,MODIS,838.8,0,320.9,100,2014,5,2014-05-15,15,high,high
33.0994,-117.152,2014-05-15,Aqua,MODIS,24.4,0,297.5,93,2014,5,2014-05-15,15,high,medium-low
33.1008,-117.2788,2014-05-14,Aqua,MODIS,184.9,0,321.4,75,2014,5,2014-05-14,14,high,high
33.1015,-117.1507,2014-05-15,Aqua,MODIS,329.8,0,314.9,100,2014,5,2014-05-15,15,high,high
33.1016,-117.1466,2014-05-15,Terra,MODIS,316.1,0,295.8,100,2014,5,2014-05-15,15,high,high
33.1028,-117.1844,2014-05-15,Terra,MODIS,225.6,0,296.1,100,2014,5,2014-05-15,15,high,high
33.1035,-117.1313,2014-05-15,Aqua,MODIS,12.8,0,289.0,55,2014,5,2014-05-15,15,medium,low
33.1051,-117.1456,2014-05-15,Aqua,MODIS,228.6,0,312.6,100,2014,5,2014-05-15,15,high,high
33.1063,-117.1521,2014-05-15,Terra,MODIS,33.4,0,326.1,63,2014,5,2014-05-15,15,medium,medium-low
33.1067,-117.1601,2014-05-15,Aqua,MODIS,42.8,0,297.9,100,2014,5,2014-05-15,15,high,medium-high
33.1067,-115.4877,2014-02-05,Aqua,MODIS,45.9,0,293.9,59,2014,2,2014-02-05,5,medium,medium-high
33.1069,-117.1261,2014-05-15,Aqua,MODIS,62.2,0,310.0,69,2014,5,2014-05-15,15,medium,medium-high
33.1075,-117.193,2014-05-15,Terra,MODIS,82.8,0,294.2,84,2014,5,2014-05-15,15,high,medium-high
33.1078,-117.1457,2014-05-15,Aqua,MODIS,452.3,0,313.3,100,2014,5,2014-05-15,15,high,high
33.1106,-117.1279,2014-05-16,Aqua,MODIS,14.8,0,287.8,57,2014,5,2014-05-16,16,medium,low
33.1118,-117.2807,2014-05-14,Aqua,MODIS,74.5,0,318.7,85,2014,5,2014-05-14,14,high,medium-high
33.1125,-117.2614,2014-05-14,Terra,MODIS,1110.8,0,323.9,100,2014,5,2014-05-14,14,high,high
33.1127,-117.1435,2014-05-15,Terra,MODIS,493.9,0,299.2,100,2014,5,2014-05-15,15,high,high
33.113,-117.2423,2014-05-14,Terra,MODIS,39.6,0,313.8,71,2014,5,2014-05-14,14,high,medium-low
33.113,-117.1211,2014-05-15,Aqua,MODIS,77.4,0,311.5,73,2014,5,2014-05-15,15,high,medium-high
33.1145,-117.2856,2014-05-14,Terra,MODIS,460.5,0,314.2,87,2014,5,2014-05-14,14,high,high
33.1149,-117.1544,2014-05-15,Aqua,MODIS,756.3,0,321.3,100,2014,5,2014-05-15,15,high,high
33.1152,-117.2671,2014-05-14,Terra,MODIS,1017.5,0,325.1,100,2014,5,2014-05-14,14,high,high
33.1156,-117.144,2014-05-15,Aqua,MODIS,53.9,0,301.7,100,2014,5,2014-05-15,15,high,medium-high
33.1159,-117.1496,2014-05-15,Terra,MODIS,58.2,0,326.1,95,2014,5,2014-05-15,15,high,medium-high
33.1173,-117.2914,2014-05-14,Terra,MODIS,125.6,0,311.0,69,2014,5,2014-05-14,14,medium,high
33.1178,-117.1516,2014-05-15,Terra,MODIS,306.7,0,297.9,100,2014,5,2014-05-15,15,high,high
33.1203,-117.1299,2014-05-15,Aqua,MODIS,329.4,0,314.0,100,2014,5,2014-05-15,15,high,high
33.121,-117.1501,2014-05-15,Aqua,MODIS,654.3,0,319.4,100,2014,5,2014-05-15,15,high,high
33.1255,-117.1469,2014-05-15,Terra,MODIS,840.1,0,332.3,100,2014,5,2014-05-15,15,high,high
33.1276,-117.1592,2014-05-15,Terra,MODIS,364.3,0,323.6,100,2014,5,2014-05-15,15,high,high
33.1534,-115.5416,2014-07-10,Terra,MODIS,75.4,0,312.9,82,2014,7,2014-07-10,10,high,medium-high
33.1534,-115.5237,2014-07-10,Terra,MODIS,63.5,0,312.9,78,2014,7,2014-07-10,10,high,medium-high
33.1539,-115.5409,2014-06-30,Aqua,MODIS,19.3,0,320.0,64,2014,6,2014-06-30,30,medium,low
33.1555,-115.5477,2014-07-10,Terra,MODIS,43.7,0,312.6,69,2014,7,2014-07-10,10,medium,medium-high
33.2188,-119.4641,2014-04-06,Terra,MODIS,13.1,3,304.0,60,2014,4,2014-04-06,6,medium,low
33.2476,-117.2953,2014-05-14,Aqua,MODIS,130.4,0,315.8,99,2014,5,2014-05-14,14,high,high
33.2534,-117.0056,2014-03-30,Terra,MODIS,10.7,0,300.5,69,2014,3,2014-03-30,30,medium,low
33.2658,-117.3877,2014-05-16,Aqua,MODIS,34.4,0,315.2,69,2014,5,2014-05-16,16,medium,medium-low
33.275,-117.3894,2014-05-16,Aqua,MODIS,1508.7,0,400.1,100,2014,5,2014-05-16,16,high,high
33.2765,-117.3777,2014-05-16,Aqua,MODIS,511.0,0,318.1,100,2014,5,2014-05-16,16,high,high
33.2778,-117.396,2014-05-16,Aqua,MODIS,60.4,0,292.2,100,2014,5,2014-05-16,16,high,medium-high
33.2778,-117.3726,2014-05-16,Terra,MODIS,194.2,0,311.6,81,2014,5,2014-05-16,16,high,high
33.2801,-117.4127,2014-05-16,Terra,MODIS,339.0,0,314.6,70,2014,5,2014-05-16,16,medium,high
33.2802,-117.4006,2014-05-16,Aqua,MODIS,102.6,0,295.9,100,2014,5,2014-05-16,16,high,high
33.2813,-117.4134,2014-05-16,Aqua,MODIS,59.0,0,290.0,100,2014,5,2014-05-16,16,high,medium-high
33.2835,-117.4181,2014-05-16,Aqua,MODIS,49.5,0,289.0,100,2014,5,2014-05-16,16,high,medium-high
33.2843,-117.3912,2014-05-16,Aqua,MODIS,155.6,0,339.1,100,2014,5,2014-05-16,16,high,high
33.285,-117.3665,2014-05-16,Terra,MODIS,175.5,0,307.3,80,2014,5,2014-05-16,16,high,high
33.2858,-117.3794,2014-05-16,Aqua,MODIS,435.2,0,339.1,100,2014,5,2014-05-16,16,high,high
33.2872,-117.4061,2014-05-16,Terra,MODIS,612.3,0,312.8,75,2014,5,2014-05-16,16,high,high
33.2873,-117.3678,2014-05-16,Aqua,MODIS,80.8,0,311.0,88,2014,5,2014-05-16,16,high,medium-high
33.2892,-117.393,2014-05-16,Aqua,MODIS,364.3,0,305.4,100,2014,5,2014-05-16,16,high,high
33.2927,-117.4108,2014-05-16,Aqua,MODIS,376.2,0,300.5,100,2014,5,2014-05-16,16,high,high
33.2941,-117.1672,2014-05-14,Aqua,MODIS,45.4,0,312.6,83,2014,5,2014-05-14,14,high,medium-high
33.2951,-117.381,2014-05-16,Aqua,MODIS,216.8,0,329.9,100,2014,5,2014-05-16,16,high,high
33.2963,-117.3983,2014-05-16,Terra,MODIS,548.2,0,314.1,100,2014,5,2014-05-16,16,high,high
33.2964,-117.4108,2014-05-16,Terra,MODIS,316.5,0,309.4,79,2014,5,2014-05-16,16,high,high
33.2966,-117.3694,2014-05-16,Aqua,MODIS,152.5,0,317.3,99,2014,5,2014-05-16,16,high,high
33.2967,-117.3709,2014-05-16,Aqua,MODIS,56.6,0,287.5,100,2014,5,2014-05-16,16,high,medium-high
33.2972,-117.0582,2014-03-21,Terra,MODIS,9.8,0,299.7,68,2014,3,2014-03-21,21,medium,low
33.2979,-117.3876,2014-05-16,Terra,MODIS,180.1,0,298.6,100,2014,5,2014-05-16,16,high,high
33.3004,-117.3898,2014-05-16,Aqua,MODIS,491.2,0,304.6,100,2014,5,2014-05-16,16,high,high
33.3015,-118.3261,2014-09-15,Terra,MODIS,13.7,3,304.1,62,2014,9,2014-09-15,15,medium,low
33.3034,-114.6648,2014-10-13,Aqua,MODIS,18.5,0,312.1,55,2014,10,2014-10-13,13,medium,low
33.3035,-117.4042,2014-05-16,Terra,MODIS,239.2,0,308.6,66,2014,5,2014-05-16,16,medium,high
33.3036,-117.4111,2014-05-16,Terra,MODIS,21.5,0,294.4,100,2014,5,2014-05-16,16,high,medium-low
33.3037,-117.1847,2014-05-14,Aqua,MODIS,246.2,0,320.3,100,2014,5,2014-05-14,14,high,high
33.304,-117.4078,2014-05-16,Aqua,MODIS,163.0,0,298.0,100,2014,5,2014-05-16,16,high,high
33.3052,-117.4003,2014-05-16,Terra,MODIS,137.4,0,300.9,100,2014,5,2014-05-16,16,high,high
33.3053,-117.1683,2014-05-14,Aqua,MODIS,1291.7,0,337.7,100,2014,5,2014-05-14,14,high,high
33.3069,-117.3895,2014-05-16,Terra,MODIS,57.0,0,295.9,100,2014,5,2014-05-16,16,high,medium-high
33.306999999999995,-117.1519,2014-05-14,Aqua,MODIS,103.4,0,315.7,96,2014,5,2014-05-14,14,high,high
33.3077,-117.4307,2014-05-16,Aqua,MODIS,43.5,0,323.9,87,2014,5,2014-05-16,16,high,medium-high
33.3081,-117.3679,2014-05-16,Aqua,MODIS,16.5,0,284.5,59,2014,5,2014-05-16,16,medium,low
33.3104,-117.3704,2014-05-16,Terra,MODIS,140.5,0,305.8,67,2014,5,2014-05-16,16,medium,high
33.3117,-117.3866,2014-05-16,Aqua,MODIS,39.1,0,290.0,98,2014,5,2014-05-16,16,high,medium-low
33.3127,-117.4085,2014-05-16,Terra,MODIS,165.5,0,311.0,68,2014,5,2014-05-16,16,medium,high
33.3147,-117.397,2014-05-16,Terra,MODIS,10.8,0,292.9,72,2014,5,2014-05-16,16,high,low
33.3165,-117.1693,2014-05-14,Aqua,MODIS,50.2,0,314.5,85,2014,5,2014-05-14,14,high,medium-high
33.3176,-116.7421,2014-12-10,Aqua,MODIS,20.0,0,289.7,76,2014,12,2014-12-10,10,high,medium-low
33.3187,-117.4314,2014-05-16,Terra,MODIS,16.8,0,293.6,68,2014,5,2014-05-16,16,medium,low
33.3191,-116.7298,2014-12-10,Aqua,MODIS,19.0,0,290.3,75,2014,12,2014-12-10,10,high,low
33.328,-117.2979,2014-05-14,Aqua,MODIS,48.0,0,309.1,66,2014,5,2014-05-14,14,medium,medium-high
33.3303,-117.3827,2014-05-16,Aqua,MODIS,72.2,0,323.2,100,2014,5,2014-05-16,16,high,medium-high
33.3317,-117.3711,2014-05-16,Aqua,MODIS,134.9,0,321.1,100,2014,5,2014-05-16,16,high,high
33.3366,-117.4353,2014-05-16,Terra,MODIS,28.1,0,295.0,95,2014,5,2014-05-16,16,high,medium-low
33.3391,-117.2996,2014-05-14,Aqua,MODIS,310.0,0,319.1,94,2014,5,2014-05-14,14,high,high
33.3407,-117.2832,2014-05-14,Aqua,MODIS,338.5,0,317.3,100,2014,5,2014-05-14,14,high,high
33.3423,-117.2667,2014-05-14,Aqua,MODIS,31.0,0,313.9,78,2014,5,2014-05-14,14,high,medium-low
33.344,-117.448,2014-05-16,Terra,MODIS,7.9,0,291.4,67,2014,5,2014-05-16,16,medium,low
33.3456,-117.4373,2014-05-16,Terra,MODIS,192.1,0,303.4,100,2014,5,2014-05-16,16,high,high
33.3468,-117.334,2014-05-14,Aqua,MODIS,35.7,0,309.3,58,2014,5,2014-05-14,14,medium,medium-low
33.347,-117.27,2014-05-14,Terra,MODIS,83.1,0,318.0,85,2014,5,2014-05-14,14,high,medium-high
33.3472,-117.4265,2014-05-16,Terra,MODIS,408.0,0,314.1,100,2014,5,2014-05-16,16,high,high
33.3485,-117.3174,2014-05-14,Aqua,MODIS,447.3,0,322.6,87,2014,5,2014-05-14,14,high,high
33.3489,-117.4157,2014-05-16,Terra,MODIS,44.1,0,293.6,100,2014,5,2014-05-16,16,high,medium-high
33.3492,-117.2953,2014-05-14,Terra,MODIS,77.0,0,312.0,78,2014,5,2014-05-14,14,high,medium-high
33.3501,-117.301,2014-05-14,Aqua,MODIS,274.1,0,316.4,94,2014,5,2014-05-14,14,high,high
33.3517,-117.2848,2014-05-14,Aqua,MODIS,231.3,0,312.6,100,2014,5,2014-05-14,14,high,high
33.3523,-117.4339,2014-05-16,Aqua,MODIS,25.1,0,327.9,60,2014,5,2014-05-16,16,medium,medium-low
33.3534,-117.2682,2014-05-14,Aqua,MODIS,417.1,0,314.8,100,2014,5,2014-05-14,14,high,high
33.3538,-117.4224,2014-05-16,Aqua,MODIS,288.2,0,334.6,100,2014,5,2014-05-16,16,high,high
33.3546,-117.4393,2014-05-16,Terra,MODIS,18.0,0,289.9,77,2014,5,2014-05-16,16,high,low
33.3552,-117.4107,2014-05-16,Aqua,MODIS,32.9,0,321.6,89,2014,5,2014-05-16,16,high,medium-low
33.3562,-117.4285,2014-05-16,Terra,MODIS,131.9,0,298.3,100,2014,5,2014-05-16,16,high,high
33.3569,-117.2618,2014-05-14,Terra,MODIS,409.8,0,319.5,100,2014,5,2014-05-14,14,high,high
33.3589,-117.287,2014-05-14,Terra,MODIS,1352.0,0,321.9,100,2014,5,2014-05-14,14,high,high
33.3595,-117.319,2014-05-14,Aqua,MODIS,279.6,0,315.3,100,2014,5,2014-05-14,14,high,high
33.3602,-117.2687,2014-05-14,Terra,MODIS,980.6,0,323.5,100,2014,5,2014-05-14,14,high,high
33.3611,-117.3027,2014-05-14,Aqua,MODIS,1037.2,0,322.5,100,2014,5,2014-05-14,14,high,high
