event_id,start_date,end_date,duration_days,num_detections,latitude,longitude,max_frp,avg_frp,total_frp,max_confidence,avg_confidence,year,month,day
0,2014-01-28,2014-01-28,1,1,32.6322,-114.6266,10.3,10.3,10.3,68,68.0,2014,1,28
1,2014-01-16,2014-01-27,12,3,32.754,-114.3449,30.5,21.599999999999998,64.8,87,77.66666666666667,2014,1,27
2,2014-01-17,2014-01-17,1,1,32.7689,-114.3675,18.7,18.7,18.7,75,75.0,2014,1,17
3,2014-01-10,2014-01-10,1,1,32.851,-115.3738,8.7,8.7,8.7,62,62.0,2014,1,10
4,2014-01-15,2014-01-15,1,1,33.6678,-116.0929,12.3,12.3,12.3,74,74.0,2014,1,15
5,2014-01-23,2014-01-23,1,2,33.6977,-114.5497,34.1,27.85,55.7,79,75.5,2014,1,23
6,2014-01-21,2014-01-21,1,1,33.8066,-114.4482,28.5,28.5,28.5,83,83.0,2014,1,21
7,2014-01-23,2014-01-23,1,1,33.9085,-114.4832,21.8,21.8,21.8,64,64.0,2014,1,23
8,2014-01-14,2014-01-14,1,1,34.0043,-117.41,8.1,8.1,8.1,63,63.0,2014,1,14
9,2014-01-27,2014-01-27,1,1,34.0266,-114.3528,59.9,59.9,59.9,63,63.0,2014,1,27
10,2014-01-10,2014-01-17,8,2,34.09,-117.5314,5.7,5.25,10.5,70,67.5,2014,1,17
11,2014-01-16,2014-01-18,3,17,34.1655,-117.86,266.9,86.25882352941177,1466.4,100,86.29411764705883,2014,1,16
12,2014-01-31,2014-01-31,1,2,34.4214,-119.2795,10.3,9.4,18.8,73,71.5,2014,1,31
13,2014-01-10,2014-01-10,1,1,34.7857,-118.5211,11.3,11.3,11.3,69,69.0,2014,1,10
14,2014-01-31,2014-01-31,1,1,34.9462,-119.6302,8.9,8.9,8.9,67,67.0,2014,1,31
15,2014-01-17,2014-01-17,1,3,35.3674,-120.0593,32.9,19.933333333333334,59.8,73,64.66666666666667,2014,1,17
16,2014-01-24,2014-01-29,6,28,35.4969,-119.5389,133.0,42.660714285714285,1194.5,100,73.78571428571429,2014,1,24
17,2014-01-12,2014-01-12,1,2,35.619,-115.3582,4.1,3.75,7.5,63,62.0,2014,1,12
18,2014-01-09,2014-01-09,1,1,35.6596,-120.591,7.9,7.9,7.9,56,56.0,2014,1,9
19,2014-01-21,2014-01-21,1,2,36.1747,-120.1083,5.6,4.699999999999999,9.399999999999999,60,56.0,2014,1,21
20,2014-01-14,2014-01-28,15,35,36.213,-118.5414,87.0,26.202857142857145,917.1,100,74.62857142857143,2014,1,16
21,2014-01-31,2014-01-31,1,1,36.2373,-119.1452,19.3,19.3,19.3,76,76.0,2014,1,31
22,2014-01-30,2014-01-30,1,1,36.4527,-120.2774,7.1,7.1,7.1,63,63.0,2014,1,30
23,2014-01-31,2014-01-31,1,2,36.479,-119.6914,24.5,23.15,46.3,83,82.0,2014,1,31
24,2014-01-13,2014-01-13,1,2,36.4965,-119.4518,8.3,7.8500000000000005,15.700000000000001,58,56.5,2014,1,13
25,2014-01-31,2014-01-31,1,3,36.5097,-120.0327,54.8,50.1,150.3,93,70.33333333333333,2014,1,31
26,2014-01-31,2014-01-31,1,4,36.5265,-120.0481,45.5,17.6,70.4,91,69.25,2014,1,31
27,2014-01-31,2014-01-31,1,1,36.5975,-119.6346,7.4,7.4,7.4,51,51.0,2014,1,31
28,2014-01-31,2014-01-31,1,3,36.63,-120.0261,19.8,18.599999999999998,55.8,79,73.0,2014,1,31
29,2014-01-13,2014-01-13,1,2,36.64,-119.0125,14.8,14.3,28.6,60,58.0,2014,1,13
30,2014-01-04,2014-01-04,1,2,36.6511,-119.3958,20.3,17.2,34.4,68,65.0,2014,1,4
31,2014-01-13,2014-01-13,1,1,36.6564,-120.4552,9.5,9.5,9.5,55,55.0,2014,1,13
32,2014-01-31,2014-01-31,1,2,36.749,-119.4566,32.5,21.8,43.6,86,76.0,2014,1,31
33,2014-01-31,2014-01-31,1,10,36.8063,-120.2302,57.8,20.580000000000002,205.8,94,75.8,2014,1,31
34,2014-01-31,2014-01-31,1,1,36.821,-119.967,12.2,12.2,12.2,64,64.0,2014,1,31
35,2014-01-31,2014-01-31,1,3,36.9136,-120.0407,16.4,11.133333333333333,33.4,73,66.66666666666667,2014,1,31
36,2014-01-13,2014-01-31,19,3,37.0214,-120.3408,32.0,18.9,56.699999999999996,87,72.33333333333333,2014,1,31
37,2014-01-22,2014-01-22,1,1,37.0298,-119.2567,20.4,20.4,20.4,71,71.0,2014,1,22
38,2014-01-31,2014-01-31,1,1,37.1247,-120.3195,10.0,10.0,10.0,69,69.0,2014,1,31
39,2014-01-31,2014-01-31,1,3,37.3249,-120.6959,8.0,5.766666666666666,17.299999999999997,65,58.0,2014,1,31
40,2014-01-30,2014-01-31,2,2,37.747,-121.0537,6.2,5.7,11.4,59,56.0,2014,1,31
41,2014-01-31,2014-01-31,1,2,37.9021,-120.9924,8.4,6.45,12.9,67,59.5,2014,1,31
42,2014-01-31,2014-01-31,1,1,37.9961,-121.0419,45.8,45.8,45.8,92,92.0,2014,1,31
43,2014-01-10,2014-01-31,22,6,38.0836,-121.1737,20.8,12.200000000000001,73.2,80,62.833333333333336,2014,1,31
44,2014-01-31,2014-01-31,1,1,38.1178,-122.615,7.3,7.3,7.3,69,69.0,2014,1,31
45,2014-01-31,2014-01-31,1,1,38.1747,-121.1523,3.7,3.7,3.7,53,53.0,2014,1,31
46,2014-01-09,2014-01-09,1,1,38.4474,-122.3905,15.6,15.6,15.6,59,59.0,2014,1,9
47,2014-01-31,2014-01-31,1,1,38.6083,-122.6108,8.4,8.4,8.4,68,68.0,2014,1,31
48,2014-01-22,2014-01-28,7,3,38.7896,-121.4478,52.3,25.166666666666668,75.5,93,76.66666666666667,2014,1,22
49,2014-01-31,2014-01-31,1,2,38.8414,-122.1967,30.2,17.95,35.9,66,66.0,2014,1,31
50,2014-01-15,2014-01-15,1,2,38.8984,-119.8078,20.0,17.85,35.7,79,73.5,2014,1,15
51,2014-01-17,2014-01-17,1,1,38.8944,-120.6569,10.3,10.3,10.3,69,69.0,2014,1,17
52,2014-01-31,2014-01-31,1,4,38.9287,-122.7082,46.3,28.525000000000002,114.10000000000001,81,72.25,2014,1,31
53,2014-01-08,2014-01-08,1,3,38.9577,-121.9457,25.5,18.833333333333332,56.5,84,72.33333333333333,2014,1,8
54,2014-01-22,2014-01-22,1,1,38.9973,-121.5988,4.6,4.6,4.6,58,58.0,2014,1,22
55,2014-01-15,2014-01-15,1,1,39.0109,-122.1275,7.3,7.3,7.3,69,69.0,2014,1,15
