Date,Latitude,Longitude,FRP,Avg_Temp,Max_Temp,Total_Rain,Dry_Days,Max_Wind
2013-08-22,37.9197,-119.9228,8105.9,80.75333333333333,106.0,0.02,29,15.9
2013-07-05,36.1954,-115.6513,6976.0,81.03666666666666,116.1,0.49,27,24.1
2013-07-16,33.7171,-116.6347,5328.9,82.05000000000001,116.1,0.49,27,24.1
2013-08-25,37.8686,-119.823,4759.3,80.00999999999999,106.0,0.02,29,15.9
2013-08-25,37.8712,-119.8186,4727.2,80.00999999999999,106.0,0.02,29,15.9
