Date,Latitude,Longitude,FRP,Avg_Temp,Max_Temp,Total_Rain,Dry_Days,Max_Wind
2019-09-06,40.0726,-120.6209,5601.5,81.92666666666666,109.9,0.02,29,20.0
2019-10-27,38.6721,-122.7573,5395.4,64.50000000000001,97.0,0.1699999999999999,27,21.0
2019-09-06,40.0708,-120.5997,5343.8,81.92666666666666,109.9,0.02,29,20.0
2019-09-06,40.0692,-120.6241,5319.7,81.92666666666666,109.9,0.02,29,20.0
2019-10-27,38.6713,-122.7617,5032.2,64.50000000000001,97.0,0.1699999999999999,27,21.0
