event_id,start_date,end_date,duration_days,num_detections,latitude,longitude,max_frp,avg_frp,total_frp,max_confidence,avg_confidence,year,month,day
0,2012-01-09,2012-01-30,22,6,32.6419,-114.6319,69.7,41.18333333333333,247.1,93,74.83333333333333,2012,1,30
1,2012-01-19,2012-01-19,1,2,32.6748,-115.6362,43.8,26.7,53.4,88,74.5,2012,1,19
2,2012-01-17,2012-01-17,1,2,32.6837,-114.0732,34.0,20.35,40.7,82,66.0,2012,1,17
3,2012-01-19,2012-01-19,1,2,32.731,-115.4106,19.0,18.25,36.5,72,71.5,2012,1,19
4,2012-01-17,2012-01-17,1,1,32.7411,-115.7001,14.6,14.6,14.6,53,53.0,2012,1,17
5,2012-01-03,2012-01-19,17,8,32.7631,-116.5468,115.8,35.025000000000006,280.20000000000005,100,74.125,2012,1,5
6,2012-01-19,2012-01-19,1,2,32.9356,-115.399,11.8,11.3,22.6,55,53.0,2012,1,19
7,2012-01-19,2012-01-20,2,9,32.9767,-116.6013,901.0,192.2222222222222,1729.9999999999998,100,80.77777777777777,2012,1,19
8,2012-01-17,2012-01-17,1,4,33.1795,-115.5471,287.6,159.47500000000002,637.9000000000001,94,84.0,2012,1,17
9,2012-01-18,2012-01-19,2,4,33.3764,-116.8364,51.3,32.075,128.3,90,75.5,2012,1,19
10,2012-01-18,2012-01-31,14,11,33.4353,-114.7177,55.6,25.0,275.0,85,68.0,2012,1,18
11,2012-01-10,2012-01-10,1,3,33.4449,-117.5325,30.6,23.233333333333334,69.7,84,79.0,2012,1,10
12,2012-01-20,2012-01-20,1,1,33.7284,-116.1485,6.0,6.0,6.0,67,67.0,2012,1,20
13,2012-01-21,2012-01-21,1,2,33.8482,-118.3402,24.6,17.3,34.6,84,78.0,2012,1,21
14,2012-01-13,2012-01-28,16,5,34.0929,-117.5282,5.8,4.76,23.8,65,58.6,2012,1,13
15,2012-01-03,2012-01-03,1,1,34.3218,-119.1207,10.9,10.9,10.9,71,71.0,2012,1,3
16,2012-01-08,2012-01-08,1,1,34.369,-117.3559,13.1,13.1,13.1,58,58.0,2012,1,8
17,2012-01-17,2012-01-18,2,2,34.4058,-118.7515,9.8,9.65,19.3,70,63.5,2012,1,18
18,2012-01-17,2012-01-17,1,1,34.4311,-118.9289,18.7,18.7,18.7,75,75.0,2012,1,17
19,2012-01-12,2012-01-12,1,2,34.8229,-118.2904,66.7,37.15,74.3,75,72.0,2012,1,12
20,2012-01-28,2012-01-28,1,1,35.0325,-118.1756,7.5,7.5,7.5,70,70.0,2012,1,28
21,2012-01-21,2012-01-21,1,1,35.2767,-119.4825,6.6,6.6,6.6,63,63.0,2012,1,21
22,2012-01-21,2012-01-21,1,1,35.5175,-119.2364,9.2,9.2,9.2,67,67.0,2012,1,21
23,2012-01-16,2012-01-16,1,1,35.6527,-120.7516,8.2,8.2,8.2,56,56.0,2012,1,16
24,2012-01-18,2012-01-18,1,1,35.6539,-120.0487,6.9,6.9,6.9,62,62.0,2012,1,18
25,2012-01-17,2012-01-17,1,1,35.6813,-119.5049,116.2,116.2,116.2,80,80.0,2012,1,17
26,2012-01-12,2012-01-12,1,1,35.8396,-121.1753,6.6,6.6,6.6,51,51.0,2012,1,12
27,2012-01-17,2012-01-17,1,1,35.856,-119.1617,11.1,11.1,11.1,67,67.0,2012,1,17
28,2012-01-17,2012-01-18,2,3,36.0029,-119.1339,53.2,31.099999999999998,93.3,90,75.33333333333333,2012,1,17
29,2012-01-24,2012-01-24,1,1,36.0041,-120.905,10.0,10.0,10.0,56,56.0,2012,1,24
30,2012-01-11,2012-01-18,8,6,36.0932,-118.5389,48.9,25.96666666666667,155.8,85,72.16666666666667,2012,1,17
31,2012-01-18,2012-01-18,1,1,36.0932,-118.6556,9.4,9.4,9.4,57,57.0,2012,1,18
32,2012-01-17,2012-01-17,1,1,36.382,-119.1023,11.5,11.5,11.5,65,65.0,2012,1,17
33,2012-01-28,2012-01-28,1,1,36.3892,-120.1061,6.7,6.7,6.7,71,71.0,2012,1,28
