latitude,longitude,acq_date,satellite,instrument,frp,type,bright_t31,confidence,year,month,datetime
32.5454,-114.724,2012-08-13,Terra,MODIS,25.4,0,313.7,74,2012,8,2012-08-13
32.5466,-114.7294,2012-08-13,Terra,MODIS,74.3,0,313.9,92,2012,8,2012-08-13
32.5487,-114.7411,2012-08-13,Terra,MODIS,170.7,0,314.8,100,2012,8,2012-08-13
32.5498,-114.7465,2012-08-13,Terra,MODIS,108.8,0,314.9,97,2012,8,2012-08-13
32.554,-116.9487,2012-05-05,Aqua,MODIS,8.9,0,310.4,51,2012,5,2012-05-05
32.5599,-114.5744,2012-03-15,Terra,MODIS,112.0,0,310.5,99,2012,3,2012-03-15
32.5611,-116.7687,2012-07-20,Terra,MODIS,20.8,0,292.8,100,2012,7,2012-07-20
32.5619,-114.575,2012-02-28,Terra,MODIS,21.2,0,296.9,54,2012,2,2012-02-28
32.5628,-114.5714,2012-02-21,Aqua,MODIS,84.9,0,303.8,80,2012,2,2012-02-21
32.5628,-114.5635,2012-02-21,Terra,MODIS,13.5,0,300.6,60,2012,2,2012-02-21
32.5648,-114.5755,2012-02-21,Terra,MODIS,58.9,0,301.6,93,2012,2,2012-02-21
32.5808,-114.6582,2012-08-08,Terra,MODIS,13.4,0,314.4,63,2012,8,2012-08-08
32.599000000000004,-116.2412,2012-05-17,Terra,MODIS,120.6,0,315.0,88,2012,5,2012-05-17
32.599000000000004,-114.6444,2012-02-10,Aqua,MODIS,22.1,0,305.1,60,2012,2,2012-02-10
32.601,-116.2666,2012-05-17,Terra,MODIS,91.9,0,315.0,83,2012,5,2012-05-17
32.6015,-116.3748,2012-09-23,Aqua,MODIS,575.9,0,309.8,100,2012,9,2012-09-23
32.6018,-114.6315,2012-11-16,Terra,MODIS,23.7,0,295.2,71,2012,11,2012-11-16
32.602,-116.3793,2012-09-23,Aqua,MODIS,599.3,0,309.9,100,2012,9,2012-09-23
32.6023,-116.2575,2012-05-17,Aqua,MODIS,22.3,0,318.5,66,2012,5,2012-05-17
32.6039,-116.2423,2012-05-17,Aqua,MODIS,52.4,0,315.9,88,2012,5,2012-05-17
32.6049,-116.2465,2012-05-17,Terra,MODIS,106.8,0,313.2,86,2012,5,2012-05-17
32.6051,-114.6163,2012-11-19,Terra,MODIS,16.2,0,296.7,70,2012,11,2012-11-19
32.6065,-114.6376,2012-02-10,Aqua,MODIS,43.5,0,303.6,84,2012,2,2012-02-10
32.6071,-114.6282,2012-11-19,Terra,MODIS,18.8,0,296.9,74,2012,11,2012-11-19
32.6094,-114.6471,2012-02-10,Aqua,MODIS,26.8,0,306.4,58,2012,2,2012-02-10
32.6102,-114.5897,2012-01-30,Aqua,MODIS,50.8,0,300.2,93,2012,1,2012-01-30
32.6133,-116.3401,2012-09-24,Terra,MODIS,12.2,0,287.8,80,2012,9,2012-09-24
32.6139,-114.6232,2012-11-01,Aqua,MODIS,34.7,0,304.0,73,2012,11,2012-11-01
32.6164,-114.6217,2012-11-01,Terra,MODIS,21.2,0,302.1,58,2012,11,2012-11-01
32.6167,-114.6195,2012-04-19,Aqua,MODIS,18.3,0,312.3,66,2012,4,2012-04-19
32.617,-114.6326,2012-01-09,Terra,MODIS,13.2,0,291.6,51,2012,1,2012-01-09
32.619,-114.6199,2012-11-01,Aqua,MODIS,38.2,0,305.1,74,2012,11,2012-11-01
32.6202,-116.2955,2012-09-24,Terra,MODIS,26.3,0,295.0,100,2012,9,2012-09-24
32.6219,-116.2846,2012-09-24,Terra,MODIS,13.3,0,292.5,88,2012,9,2012-09-24
32.6234,-114.6104,2012-11-05,Terra,MODIS,14.1,0,303.7,68,2012,11,2012-11-05
32.625,-114.6209,2012-11-05,Terra,MODIS,32.2,0,305.0,86,2012,11,2012-11-05
32.6348,-116.0669,2012-06-15,Terra,MODIS,15.4,0,294.3,53,2012,6,2012-06-15
32.6378,-116.051,2012-06-15,Terra,MODIS,30.3,0,297.2,93,2012,6,2012-06-15
32.64,-114.6458,2012-01-30,Aqua,MODIS,22.2,0,301.6,81,2012,1,2012-01-30
32.6403,-116.3188,2012-05-28,Aqua,MODIS,136.9,0,319.5,100,2012,5,2012-05-28
32.6415,-114.6353,2012-01-30,Aqua,MODIS,35.1,0,303.6,88,2012,1,2012-01-30
32.6419,-114.6319,2012-01-30,Terra,MODIS,69.7,0,295.6,69,2012,1,2012-01-30
32.6449,-114.6236,2012-01-30,Terra,MODIS,56.1,0,295.6,67,2012,1,2012-01-30
32.6451,-116.0583,2012-06-15,Terra,MODIS,33.2,0,296.4,96,2012,6,2012-06-15
32.6503,-115.6532,2012-12-05,Terra,MODIS,8.3,0,298.8,58,2012,12,2012-12-05
32.6526,-115.6606,2012-11-22,Aqua,MODIS,17.8,0,303.2,77,2012,11,2012-11-22
32.653,-116.8636,2012-06-20,Aqua,MODIS,44.0,0,315.9,91,2012,6,2012-06-20
32.6545,-116.853,2012-06-20,Aqua,MODIS,14.4,0,312.2,57,2012,6,2012-06-20
32.655,-114.6394,2012-06-20,Terra,MODIS,9.2,0,295.6,83,2012,6,2012-06-20
32.6556,-115.6542,2012-12-24,Aqua,MODIS,6.8,0,295.3,56,2012,12,2012-12-24
32.6574,-115.6603,2012-12-08,Aqua,MODIS,9.5,0,302.8,67,2012,12,2012-12-08
32.6623,-115.652,2012-11-12,Terra,MODIS,4.8,0,297.8,58,2012,11,2012-11-12
32.6626,-114.5586,2012-02-28,Terra,MODIS,105.6,0,296.2,97,2012,2,2012-02-28
32.6635,-115.6409,2012-01-19,Aqua,MODIS,9.6,0,298.9,61,2012,1,2012-01-19
32.665,-115.6562,2012-05-19,Aqua,MODIS,28.3,0,323.5,68,2012,5,2012-05-19
32.6653,-115.6623,2012-11-19,Terra,MODIS,21.1,0,301.0,77,2012,11,2012-11-19
32.6702,-114.7151,2012-06-25,Terra,MODIS,44.5,0,313.2,80,2012,6,2012-06-25
32.6748,-115.6362,2012-01-19,Aqua,MODIS,43.8,0,301.7,88,2012,1,2012-01-19
32.6767,-115.4068,2012-10-18,Aqua,MODIS,59.0,0,295.7,65,2012,10,2012-10-18
32.6789,-115.5851,2012-06-08,Aqua,MODIS,43.6,0,316.3,82,2012,6,2012-06-08
32.6811,-115.3893,2012-10-08,Aqua,MODIS,17.5,0,315.1,55,2012,10,2012-10-08
32.6827,-115.3943,2012-10-09,Aqua,MODIS,35.0,0,302.2,57,2012,10,2012-10-09
