fire_id,fire_date,fire_latitude,fire_longitude,fire_frp,confidence,station_id,station_name,station_distance_km,fire_month,fire_year,avg_temp_30d,max_temp_30d,avg_max_temp_30d,total_precip_30d,days_without_rain,avg_wind_speed,max_wind_speed,avg_dewpoint,temp_precip_ratio
0,2011-06-29,32.4646,-114.6906,91.1,84,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1197.1070071914955,6,2011,72.55666666666666,102.9,87.50999999999999,0.4,25,6.929999999999998,24.1,47.61,145.11333333333332
1,2011-10-11,32.4768,-114.6785,96.2,100,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1197.085286416169,10,2011,70.93333333333334,106.0,88.92999999999999,1.35,22,5.073333333333333,22.0,49.18666666666666,48.91954022988505
2,2011-11-05,32.5167,-114.7978,8.2,65,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1184.6473060086983,11,2011,62.55333333333333,89.1,79.99000000000001,1.22,25,5.446666666666667,22.9,43.33,47.388888888888886
3,2011-07-13,32.5533,-116.8492,17.8,54,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1035.0915707686977,7,2011,80.28000000000002,105.1,96.92666666666668,0.54,28,6.8,22.0,49.72666666666667,125.43750000000003
4,2011-06-30,32.562,-114.734,61.4,69,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1186.0291909407579,6,2011,72.66000000000001,102.9,87.51,0.92,24,6.903333333333332,24.1,48.11333333333334,71.23529411764707
5,2011-06-24,32.5763,-114.5734,91.0,86,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1197.5285196978714,6,2011,69.31333333333333,102.9,83.81666666666666,1.0799999999999998,22,7.1033333333333335,24.1,46.38666666666666,58.740112994350284
6,2011-06-24,32.5816,-114.5704,95.2,86,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1197.3526958841699,6,2011,69.31333333333333,102.9,83.81666666666666,1.0799999999999998,22,7.1033333333333335,24.1,46.38666666666666,58.740112994350284
7,2011-08-08,32.5957,-114.7686,44.1,91,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1180.6687850879669,8,2011,78.85000000000001,104.0,95.01,0.0,30,5.6,17.1,53.676666666666655,788.5
8,2011-06-21,32.6113,-116.09,155.7,100,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1081.1226635869775,6,2011,67.26,102.0,81.52000000000001,1.08,22,7.116666666666665,24.1,45.629999999999995,57.0
9,2011-10-09,32.6189,-114.6212,59.1,67,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1190.430521432871,10,2011,72.68666666666668,109.9,91.12333333333332,1.35,22,5.233333333333333,22.0,48.33,50.12873563218391
10,2011-01-17,32.6209,-114.6235,19.7,76,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1190.0928707710832,1,2011,41.60625,63.0,54.05625,0.94,10,3.7125,15.0,35.800000000000004,40.00600961538461
11,2011-10-09,32.6212,-114.6018,27.0,80,72591024216,"RED BLUFF MUNICIPAL AIRPORT, CA US",1191.7851549956624,10,2011,72.68666666666668,109.9,91.12333333333332,1.35,22,5.233333333333333,22.0,48.33,50.12873563218391
