latitude,longitude,acq_date,satellite,instrument,frp,type,bright_t31,confidence,year,month,datetime
32.8548,-116.4148,2018-01-18,Terra,MODIS,32.5,0,285.0,81,2018,1,2018-01-18
32.8572,-116.4283,2018-01-18,Terra,MODIS,14.5,0,284.6,65,2018,1,2018-01-18
32.8726,-116.4384,2018-03-29,Terra,MODIS,39.2,0,297.7,70,2018,3,2018-03-29
32.8752,-115.5027,2018-01-28,Aqua,MODIS,146.4,0,311.2,100,2018,1,2018-01-28
32.8767,-115.4911,2018-01-28,Aqua,MODIS,82.1,0,304.7,98,2018,1,2018-01-28
32.8803,-116.4273,2018-04-03,Terra,MODIS,11.2,0,295.7,52,2018,4,2018-04-03
32.884,-116.4392,2018-02-06,Aqua,MODIS,15.5,0,294.8,69,2018,2,2018-02-06
32.8856,-116.4287,2018-02-06,Aqua,MODIS,14.3,0,294.1,66,2018,2,2018-02-06
32.9072,-115.3775,2018-08-11,Terra,MODIS,17.2,0,309.4,77,2018,8,2018-08-11
33.0396,-115.6348,2018-10-22,Aqua,MODIS,11.8,0,309.2,68,2018,10,2018-10-22
33.0403,-115.5289,2018-01-23,Aqua,MODIS,9.4,0,297.8,63,2018,1,2018-01-23
33.0443,-115.6277,2018-10-19,Terra,MODIS,8.7,0,305.3,62,2018,10,2018-10-19
33.0627,-116.9607,2018-08-09,Aqua,MODIS,400.1,0,293.1,91,2018,8,2018-08-09
33.0638,-115.4023,2018-01-27,Aqua,MODIS,100.0,0,296.8,85,2018,1,2018-01-27
33.0742,-116.9189,2018-08-09,Aqua,MODIS,503.5,0,296.8,95,2018,8,2018-08-09
33.0753,-116.9112,2018-08-09,Aqua,MODIS,383.0,0,296.1,90,2018,8,2018-08-09
33.0773,-116.9327,2018-07-27,Aqua,MODIS,68.2,0,315.4,90,2018,7,2018-07-27
33.0802,-116.9172,2018-07-27,Aqua,MODIS,150.9,0,315.9,100,2018,7,2018-07-27
33.1071,-115.4543,2018-01-23,Aqua,MODIS,9.1,0,299.1,63,2018,1,2018-01-23
33.109,-115.4427,2018-01-23,Aqua,MODIS,19.8,0,300.4,79,2018,1,2018-01-23
33.1346,-116.5708,2018-05-11,Aqua,MODIS,22.0,0,284.1,56,2018,5,2018-05-11
33.1382,-115.4991,2018-01-22,Aqua,MODIS,39.9,0,295.0,58,2018,1,2018-01-22
33.1656,-116.7185,2018-11-28,Aqua,MODIS,12.1,0,294.3,69,2018,11,2018-11-28
33.167,-116.7079,2018-11-28,Aqua,MODIS,36.4,0,291.2,88,2018,11,2018-11-28
33.1674,-115.5602,2018-01-26,Aqua,MODIS,128.7,0,302.7,97,2018,1,2018-01-26
33.1702,-115.5505,2018-01-26,Aqua,MODIS,54.8,0,300.3,86,2018,1,2018-01-26
33.2192,-119.4541,2018-07-06,Terra,MODIS,14.1,3,305.5,68,2018,7,2018-07-06
33.2269,-119.5074,2018-07-06,Terra,MODIS,16.1,3,308.5,55,2018,7,2018-07-06
33.2452,-115.4846,2018-09-12,Terra,MODIS,56.5,0,319.4,89,2018,9,2018-09-12
33.2496,-115.5093,2018-11-23,Aqua,MODIS,17.0,0,300.5,74,2018,11,2018-11-23
33.2754,-117.3596,2018-06-11,Terra,MODIS,21.2,0,305.0,63,2018,6,2018-06-11
33.286,-116.7234,2018-04-10,Terra,MODIS,18.0,0,316.1,77,2018,4,2018-04-10
33.2965,-115.5334,2018-08-10,Aqua,MODIS,12.6,0,309.0,76,2018,8,2018-08-10
33.2969,-115.5495,2018-10-22,Aqua,MODIS,14.3,0,307.9,74,2018,10,2018-10-22
33.2987,-115.5436,2018-09-27,Aqua,MODIS,16.5,0,320.4,76,2018,9,2018-09-27
33.2988,-115.5378,2018-10-22,Aqua,MODIS,8.4,0,305.7,58,2018,10,2018-10-22
33.3003,-117.3913,2018-08-05,Aqua,MODIS,96.6,0,313.8,85,2018,8,2018-08-05
33.3006,-117.3778,2018-08-05,Terra,MODIS,274.7,0,314.7,100,2018,8,2018-08-05
33.3043,-118.3199,2018-04-10,Terra,MODIS,12.7,3,302.4,54,2018,4,2018-04-10
33.3043,-117.3714,2018-08-05,Aqua,MODIS,202.4,0,311.7,100,2018,8,2018-08-05
33.3052,-115.5429,2018-09-26,Terra,MODIS,10.2,0,315.6,69,2018,9,2018-09-26
33.3054,-116.8595,2018-12-03,Aqua,MODIS,18.1,0,284.5,55,2018,12,2018-12-03
33.311,-117.3753,2018-08-05,Terra,MODIS,39.1,0,308.7,75,2018,8,2018-08-05
33.3218,-116.9868,2018-03-02,Terra,MODIS,6.8,0,292.2,55,2018,3,2018-03-02
33.3239,-117.3034,2018-07-06,Aqua,MODIS,91.9,0,307.4,60,2018,7,2018-07-06
33.3442,-116.8786,2018-03-01,Aqua,MODIS,33.2,0,283.8,84,2018,3,2018-03-01
33.3502,-116.9018,2018-03-01,Aqua,MODIS,39.3,0,281.7,88,2018,3,2018-03-01
33.3525,-116.8825,2018-02-24,Aqua,MODIS,18.0,0,281.7,59,2018,2,2018-02-24
33.3579,-117.4068,2018-07-19,Aqua,MODIS,44.8,0,302.6,69,2018,7,2018-07-19
33.3624,-116.832,2018-02-26,Aqua,MODIS,47.9,0,285.3,72,2018,2,2018-02-26
33.3628,-117.415,2018-07-19,Aqua,MODIS,38.8,0,303.1,62,2018,7,2018-07-19
33.3646,-117.3942,2018-07-19,Aqua,MODIS,30.9,0,300.9,50,2018,7,2018-07-19
33.368,-117.4681,2018-07-07,Terra,MODIS,20.4,0,297.4,100,2018,7,2018-07-07
33.3699,-117.4563,2018-07-07,Terra,MODIS,8.0,0,295.5,76,2018,7,2018-07-07
33.3721,-117.4751,2018-07-07,Terra,MODIS,63.3,0,298.2,100,2018,7,2018-07-07
33.3739,-117.4682,2018-07-07,Aqua,MODIS,8.5,2,293.5,53,2018,7,2018-07-07
33.3741,-117.4632,2018-07-07,Terra,MODIS,48.8,0,297.5,100,2018,7,2018-07-07
33.3761,-117.4514,2018-07-07,Terra,MODIS,33.0,0,295.7,100,2018,7,2018-07-07
33.3819,-117.5375,2018-05-04,Aqua,MODIS,77.1,0,314.7,94,2018,5,2018-05-04
33.3834,-117.5269,2018-05-04,Aqua,MODIS,94.6,0,314.0,100,2018,5,2018-05-04
33.3846,-116.8245,2018-03-21,Terra,MODIS,29.1,0,285.6,68,2018,3,2018-03-21
33.3849,-117.3611,2018-05-05,Terra,MODIS,18.6,0,315.5,72,2018,5,2018-05-05
33.3883,-116.8432,2018-03-21,Terra,MODIS,34.3,0,286.5,74,2018,3,2018-03-21
33.3904,-116.854,2018-03-26,Aqua,MODIS,57.4,0,291.6,94,2018,3,2018-03-26
33.3929,-117.3844,2018-09-14,Aqua,MODIS,40.7,0,317.4,78,2018,9,2018-09-14
33.3946,-116.8339,2018-03-21,Terra,MODIS,52.9,0,287.7,82,2018,3,2018-03-21
33.3977,-116.8666,2018-03-26,Aqua,MODIS,28.7,0,292.3,84,2018,3,2018-03-26
33.3993,-116.8559,2018-03-26,Aqua,MODIS,155.4,0,296.0,100,2018,3,2018-03-26
33.4011,-117.4245,2018-07-31,Terra,MODIS,135.4,0,307.6,100,2018,7,2018-07-31
33.4026,-117.4351,2018-07-31,Terra,MODIS,234.8,0,308.0,100,2018,7,2018-07-31
33.406,-117.2992,2018-09-26,Terra,MODIS,34.1,0,306.4,85,2018,9,2018-09-26
33.4075,-117.3104,2018-09-26,Terra,MODIS,26.9,0,303.4,80,2018,9,2018-09-26
33.41,-117.2394,2018-06-05,Aqua,MODIS,19.5,0,308.3,70,2018,6,2018-06-05
33.4138,-116.0651,2018-09-06,Terra,MODIS,21.9,0,316.8,59,2018,9,2018-09-06
33.4158,-116.056,2018-09-10,Terra,MODIS,11.3,0,320.3,62,2018,9,2018-09-10
33.4174,-116.0667,2018-09-10,Terra,MODIS,45.1,0,319.3,94,2018,9,2018-09-10
33.4189,-116.0711,2018-09-12,Terra,MODIS,19.2,0,319.4,76,2018,9,2018-09-12
33.46,-116.1163,2018-11-07,Terra,MODIS,24.5,0,301.7,63,2018,11,2018-11-07
33.4631,-116.123,2018-11-05,Aqua,MODIS,7.7,0,306.9,55,2018,11,2018-11-05
33.4662,-116.1125,2018-11-06,Terra,MODIS,11.6,0,303.6,70,2018,11,2018-11-06
33.4691,-114.5955,2018-07-14,Aqua,MODIS,40.5,0,305.6,78,2018,7,2018-07-14
33.4708,-114.5799,2018-07-14,Aqua,MODIS,43.4,0,304.1,74,2018,7,2018-07-14
33.4733,-114.5858,2018-07-14,Aqua,MODIS,63.6,0,304.8,88,2018,7,2018-07-14
33.4799,-114.5969,2018-07-14,Aqua,MODIS,1300.2,0,323.6,100,2018,7,2018-07-14
33.4815,-114.5813,2018-07-14,Aqua,MODIS,1507.5,0,319.0,100,2018,7,2018-07-14
33.4825,-114.6028,2018-07-14,Aqua,MODIS,448.4,0,314.5,100,2018,7,2018-07-14
33.4841,-114.5872,2018-07-14,Aqua,MODIS,2753.6,0,331.2,94,2018,7,2018-07-14
33.4857,-114.5715,2018-07-14,Aqua,MODIS,126.2,0,296.3,74,2018,7,2018-07-14
33.494,-114.5875,2018-08-16,Terra,MODIS,13.6,0,308.2,56,2018,8,2018-08-16
33.4948,-114.5886,2018-07-14,Aqua,MODIS,46.4,0,298.7,66,2018,7,2018-07-14
33.5475,-116.1608,2018-04-28,Terra,MODIS,44.9,0,291.1,89,2018,4,2018-04-28
33.5495,-116.1351,2018-04-28,Terra,MODIS,274.1,0,293.9,100,2018,4,2018-04-28
33.5516,-116.1544,2018-04-28,Terra,MODIS,142.7,0,292.2,100,2018,4,2018-04-28
33.5527,-116.6469,2018-12-13,Terra,MODIS,6.9,0,288.1,54,2018,12,2018-12-13
33.5538,-116.1288,2018-04-28,Terra,MODIS,273.9,0,293.5,100,2018,4,2018-04-28
33.5556,-116.6461,2018-12-16,Aqua,MODIS,18.7,0,296.7,80,2018,12,2018-12-16
33.5582,-116.8833,2018-09-18,Aqua,MODIS,11.5,0,320.5,73,2018,9,2018-09-18
33.5591,-116.6438,2018-12-29,Terra,MODIS,8.8,0,284.3,63,2018,12,2018-12-29
33.5604,-116.1122,2018-04-28,Aqua,MODIS,47.8,0,288.5,69,2018,4,2018-04-28
33.561,-116.1169,2018-04-28,Aqua,MODIS,55.9,0,288.5,76,2018,4,2018-04-28
33.5618,-116.6449,2018-12-13,Terra,MODIS,9.6,0,289.2,69,2018,12,2018-12-13
33.5625,-116.1457,2018-04-28,Aqua,MODIS,58.5,0,288.7,78,2018,4,2018-04-28
33.5628,-116.1365,2018-04-28,Terra,MODIS,35.6,0,291.2,79,2018,4,2018-04-28
33.5633,-116.1504,2018-04-28,Aqua,MODIS,38.2,0,288.2,56,2018,4,2018-04-28
33.5713,-116.04,2018-11-27,Terra,MODIS,11.7,0,296.3,68,2018,11,2018-11-27
33.5787,-116.5526,2018-07-26,Aqua,MODIS,65.0,0,310.8,70,2018,7,2018-07-26
33.581,-116.2097,2018-06-09,Terra,MODIS,20.7,0,297.1,78,2018,6,2018-06-09
33.5821,-116.5304,2018-07-26,Terra,MODIS,102.9,0,317.1,100,2018,7,2018-07-26
33.5836,-116.5436,2018-07-26,Terra,MODIS,62.1,0,316.1,92,2018,7,2018-07-26
33.584,-116.2412,2018-06-08,Terra,MODIS,17.8,0,324.0,54,2018,6,2018-06-08
33.5844,-116.5277,2018-07-26,Aqua,MODIS,87.5,0,310.1,75,2018,7,2018-07-26
33.5854,-116.188,2018-06-09,Terra,MODIS,17.4,0,297.1,71,2018,6,2018-06-09
33.5868,-116.2339,2018-06-06,Terra,MODIS,16.9,0,322.0,77,2018,6,2018-06-06
33.5883,-116.2446,2018-06-06,Terra,MODIS,18.7,0,323.2,76,2018,6,2018-06-06
33.5923,-116.2364,2018-01-11,Terra,MODIS,5.3,0,292.0,59,2018,1,2018-01-11
33.594,-116.2397,2018-06-08,Terra,MODIS,25.4,0,323.9,77,2018,6,2018-06-08
33.5942,-116.2446,2018-06-11,Terra,MODIS,42.5,0,323.9,87,2018,6,2018-06-11
33.5947,-114.5882,2018-01-04,Terra,MODIS,21.0,2,292.5,78,2018,1,2018-01-04
33.5966,-116.25,2018-06-11,Terra,MODIS,22.6,0,323.9,64,2018,6,2018-06-11
33.5966,-114.5999,2018-01-04,Terra,MODIS,33.0,0,294.8,85,2018,1,2018-01-04
33.6075,-116.6653,2018-04-02,Aqua,MODIS,54.8,0,301.8,92,2018,4,2018-04-02
33.6151,-116.673,2018-02-02,Terra,MODIS,11.2,0,279.5,60,2018,2,2018-02-02
33.6239,-116.6765,2018-04-03,Terra,MODIS,14.2,0,272.9,61,2018,4,2018-04-03
33.6245,-116.6747,2018-02-02,Terra,MODIS,14.4,0,277.9,74,2018,2,2018-02-02
33.6313,-117.0328,2018-08-27,Terra,MODIS,113.3,0,308.5,99,2018,8,2018-08-27
33.6325,-114.5004,2018-02-06,Terra,MODIS,55.4,0,296.3,63,2018,2,2018-02-06
33.633,-117.048,2018-08-27,Terra,MODIS,75.2,0,310.9,92,2018,8,2018-08-27
33.6402,-114.5374,2018-03-01,Terra,MODIS,27.1,0,294.1,52,2018,3,2018-03-01
33.6419,-117.4305,2018-12-17,Terra,MODIS,47.9,0,288.7,85,2018,12,2018-12-17
33.6497,-117.3924,2018-08-10,Terra,MODIS,130.9,0,296.3,73,2018,8,2018-08-10
33.6515,-117.4525,2018-08-11,Aqua,MODIS,89.5,0,302.2,78,2018,8,2018-08-11
33.6525,-117.4019,2018-08-10,Aqua,MODIS,23.7,0,303.0,73,2018,8,2018-08-10
33.6537,-117.4247,2018-08-11,Aqua,MODIS,304.7,0,303.5,100,2018,8,2018-08-11
33.6547,-117.4069,2018-08-10,Terra,MODIS,48.9,0,295.1,100,2018,8,2018-08-10
33.6555,-117.4841,2018-08-10,Terra,MODIS,109.7,0,297.8,80,2018,8,2018-08-10
33.656,-117.4389,2018-08-10,Aqua,MODIS,58.9,0,308.1,93,2018,8,2018-08-10
33.6564,-117.4699,2018-08-07,Aqua,MODIS,10.1,0,295.0,55,2018,8,2018-08-07
33.6565,-117.423,2018-08-10,Terra,MODIS,409.6,0,299.6,94,2018,8,2018-08-10
33.6571,-117.5012,2018-08-06,Aqua,MODIS,35.4,0,312.9,81,2018,8,2018-08-06
33.6579,-117.4421,2018-08-09,Terra,MODIS,51.9,0,295.4,95,2018,8,2018-08-09
33.658,-117.4271,2018-08-10,Aqua,MODIS,66.7,0,309.8,96,2018,8,2018-08-10
33.6589,-117.3947,2018-08-10,Aqua,MODIS,68.0,0,298.0,100,2018,8,2018-08-10
33.659,-117.4253,2018-08-09,Terra,MODIS,16.6,0,308.3,79,2018,8,2018-08-09
33.6596,-117.4417,2018-08-10,Terra,MODIS,48.7,0,294.5,100,2018,8,2018-08-10
33.6599,-117.4156,2018-08-10,Aqua,MODIS,34.8,0,307.8,84,2018,8,2018-08-10
33.66,-117.4421,2018-08-08,Aqua,MODIS,25.6,0,301.2,78,2018,8,2018-08-08
33.6602,-117.4307,2018-08-08,Terra,MODIS,785.4,0,305.5,87,2018,8,2018-08-08
33.6605,-117.4365,2018-08-09,Terra,MODIS,64.5,0,306.9,98,2018,8,2018-08-09
33.6606,-117.4902,2018-08-09,Terra,MODIS,22.7,0,293.3,61,2018,8,2018-08-09
33.6607,-117.4059,2018-08-10,Aqua,MODIS,39.9,0,297.5,100,2018,8,2018-08-10
33.661,-117.436,2018-08-08,Terra,MODIS,1292.2,0,306.1,94,2018,8,2018-08-08
33.6611,-117.4618,2018-08-07,Terra,MODIS,248.4,0,298.0,100,2018,8,2018-08-07
33.6611,-117.4487,2018-08-08,Terra,MODIS,232.5,0,304.6,83,2018,8,2018-08-08
33.6612,-117.5049,2018-08-11,Aqua,MODIS,1522.0,0,310.8,100,2018,8,2018-08-11
33.6614,-117.4314,2018-08-08,Aqua,MODIS,17.7,0,296.8,67,2018,8,2018-08-08
33.6615,-117.4344,2018-08-09,Aqua,MODIS,47.0,0,292.0,82,2018,8,2018-08-09
33.6617,-117.4045,2018-08-10,Aqua,MODIS,20.5,0,305.4,71,2018,8,2018-08-10
33.662,-117.4739,2018-08-07,Aqua,MODIS,29.0,0,298.5,91,2018,8,2018-08-07
33.6622,-114.5664,2018-01-25,Terra,MODIS,21.7,0,291.3,66,2018,1,2018-01-25
33.6623,-117.4785,2018-08-08,Terra,MODIS,484.6,0,304.6,94,2018,8,2018-08-08
33.6624,-117.4667,2018-08-09,Terra,MODIS,124.1,0,294.3,100,2018,8,2018-08-09
33.6625,-117.4172,2018-08-10,Aqua,MODIS,15.1,0,295.6,96,2018,8,2018-08-10
33.6626,-117.4255,2018-08-10,Terra,MODIS,263.4,0,300.6,100,2018,8,2018-08-10
33.663000000000004,-117.4868,2018-08-08,Aqua,MODIS,25.4,0,310.2,78,2018,8,2018-08-08
33.663000000000004,-117.4819,2018-08-11,Aqua,MODIS,1140.4,0,305.7,100,2018,8,2018-08-11
33.6631,-117.477,2018-08-08,Aqua,MODIS,13.3,0,294.9,77,2018,8,2018-08-08
33.6634,-117.4395,2018-08-08,Terra,MODIS,290.1,0,304.7,86,2018,8,2018-08-08
33.6635,-117.4867,2018-08-08,Terra,MODIS,447.9,0,304.6,92,2018,8,2018-08-08
33.6638,-117.485,2018-08-10,Aqua,MODIS,9.0,0,294.0,77,2018,8,2018-08-10
33.6642,-117.4283,2018-08-09,Aqua,MODIS,706.6,0,281.9,57,2018,8,2018-08-09
33.6642,-117.4282,2018-08-10,Aqua,MODIS,9.8,0,294.1,78,2018,8,2018-08-10
33.6647,-117.4648,2018-08-08,Terra,MODIS,24.3,0,298.9,100,2018,8,2018-08-08
33.6648,-117.437,2018-08-09,Terra,MODIS,1145.9,0,300.4,100,2018,8,2018-08-09
33.6655,-117.4106,2018-08-10,Terra,MODIS,273.8,0,304.2,100,2018,8,2018-08-10
33.6656,-117.5167,2018-08-06,Aqua,MODIS,203.8,0,314.5,100,2018,8,2018-08-06
33.6659,-117.4393,2018-08-10,Aqua,MODIS,13.3,0,293.8,91,2018,8,2018-08-10
33.6665,-117.4484,2018-08-07,Aqua,MODIS,20.6,0,296.4,56,2018,8,2018-08-07
33.6671,-117.5035,2018-08-06,Aqua,MODIS,1272.9,0,320.0,100,2018,8,2018-08-06
33.6673,-117.4052,2018-08-09,Terra,MODIS,32.8,0,292.4,56,2018,8,2018-08-09
33.6674,-117.4548,2018-08-08,Aqua,MODIS,143.6,0,307.7,100,2018,8,2018-08-08
33.6679,-117.3924,2018-08-10,Aqua,MODIS,25.4,2,297.9,100,2018,8,2018-08-10
