event_id,start_date,end_date,duration_days,num_detections,latitude,longitude,max_frp,avg_frp,total_frp,max_confidence,avg_confidence,year,month,day
0,2018-01-11,2018-01-31,21,6,32.6094,-114.6312,32.6,20.933333333333334,125.6,79,68.83333333333333,2018,1,11
1,2018-01-30,2018-01-30,1,1,32.7109,-114.7645,15.3,15.3,15.3,76,76.0,2018,1,30
2,2018-01-23,2018-01-23,1,1,32.7422,-115.4779,7.4,7.4,7.4,53,53.0,2018,1,23
3,2018-01-18,2018-01-25,8,4,32.768,-116.5645,177.8,64.55000000000001,258.20000000000005,100,80.75,2018,1,18
4,2018-01-18,2018-01-18,1,2,32.8548,-116.4148,32.5,23.5,47.0,81,73.0,2018,1,18
5,2018-01-28,2018-01-28,1,2,32.8752,-115.5027,146.4,114.25,228.5,100,99.0,2018,1,28
6,2018-01-23,2018-01-23,1,1,33.0403,-115.5289,9.4,9.4,9.4,63,63.0,2018,1,23
7,2018-01-23,2018-01-27,5,3,33.0638,-115.4023,100.0,42.96666666666667,128.9,85,75.66666666666667,2018,1,27
8,2018-01-22,2018-01-26,5,3,33.1674,-115.5602,128.7,74.46666666666665,223.39999999999998,97,80.33333333333333,2018,1,26
9,2018-01-11,2018-01-11,1,1,33.5923,-116.2364,5.3,5.3,5.3,59,59.0,2018,1,11
10,2018-01-04,2018-01-25,22,3,33.5966,-114.5999,33.0,25.233333333333334,75.7,85,76.33333333333333,2018,1,4
11,2018-01-11,2018-01-11,1,1,33.6934,-116.1707,4.5,4.5,4.5,60,60.0,2018,1,11
12,2018-01-11,2018-01-11,1,1,33.8162,-115.3928,17.6,17.6,17.6,64,64.0,2018,1,11
13,2018-01-23,2018-01-23,1,2,33.8494,-114.4531,303.6,189.45000000000002,378.90000000000003,100,99.0,2018,1,23
14,2018-01-12,2018-01-12,1,1,34.0925,-117.5337,5.2,5.2,5.2,68,68.0,2018,1,12
15,2018-01-19,2018-01-31,13,6,34.1342,-114.3168,53.3,26.833333333333332,161.0,93,77.83333333333333,2018,1,31
16,2018-01-25,2018-01-25,1,1,34.3534,-119.0042,7.7,7.7,7.7,61,61.0,2018,1,25
17,2018-01-18,2018-01-18,1,1,34.6288,-120.0533,8.1,8.1,8.1,68,68.0,2018,1,18
18,2018-01-21,2018-01-28,8,4,34.7134,-118.3085,25.6,13.475,53.9,65,61.5,2018,1,21
19,2018-01-04,2018-01-21,18,7,34.7682,-118.4384,130.1,46.885714285714286,328.2,87,72.57142857142857,2018,1,21
20,2018-01-24,2018-01-24,1,2,35.0488,-119.0581,19.2,14.3,28.6,72,65.5,2018,1,24
21,2018-01-28,2018-01-28,1,8,35.3438,-120.0642,771.6,279.6875,2237.5,87,80.625,2018,1,28
22,2018-01-21,2018-01-21,1,1,35.4755,-119.1114,12.1,12.1,12.1,72,72.0,2018,1,21
23,2018-01-09,2018-01-27,19,12,35.5805,-119.2552,161.6,50.67499999999999,608.0999999999999,100,82.33333333333333,2018,1,25
24,2018-01-23,2018-01-23,1,1,35.576,-120.5723,7.4,7.4,7.4,57,57.0,2018,1,23
25,2018-01-09,2018-01-25,17,3,35.6576,-119.159,41.0,21.900000000000002,65.7,89,72.66666666666667,2018,1,25
26,2018-01-07,2018-01-27,21,6,35.6137,-115.3535,185.7,53.76666666666667,322.6,87,70.0,2018,1,23
27,2018-01-09,2018-01-26,18,17,35.637,-119.2502,186.4,61.61176470588236,1047.4,99,72.52941176470588,2018,1,20
28,2018-01-09,2018-01-25,17,4,35.6259,-119.373,93.1,41.7,166.8,75,70.75,2018,1,20
29,2018-01-18,2018-01-18,1,3,35.6455,-120.3996,37.3,18.066666666666666,54.199999999999996,90,77.0,2018,1,18
