event_id,start_date,end_date,duration_days,num_detections,latitude,longitude,max_frp,avg_frp,total_frp,max_confidence,avg_confidence,year,month,day
0,2020-01-04,2020-01-04,1,1,32.6175,-116.1389,9.0,9.0,9.0,65,65.0,2020,1,4
1,2020-01-17,2020-01-23,7,4,32.69,-115.6779,228.7,117.04999999999998,468.19999999999993,100,82.5,2020,1,23
2,2020-01-02,2020-01-03,2,4,32.6925,-115.013,28.2,11.725,46.9,85,71.75,2020,1,2
3,2020-01-13,2020-01-15,3,2,32.7458,-116.6939,18.6,16.9,33.8,72,69.0,2020,1,13
4,2020-01-25,2020-01-27,3,3,32.8841,-115.6796,103.8,43.699999999999996,131.1,100,83.33333333333333,2020,1,27
5,2020-01-11,2020-01-11,1,1,33.1371,-115.4535,15.3,15.3,15.3,78,78.0,2020,1,11
6,2020-01-31,2020-01-31,1,1,33.2071,-115.5569,19.9,19.9,19.9,61,61.0,2020,1,31
7,2020-01-16,2020-01-16,1,1,33.3493,-116.8979,13.2,13.2,13.2,56,56.0,2020,1,16
8,2020-01-28,2020-01-28,1,3,33.4432,-114.6443,64.6,37.333333333333336,112.0,96,86.33333333333333,2020,1,28
9,2020-01-30,2020-01-30,1,3,33.5715,-114.6144,15.3,11.733333333333334,35.2,71,61.0,2020,1,30
10,2020-01-26,2020-01-26,1,2,33.5954,-114.7384,19.6,13.05,26.1,82,76.0,2020,1,26
11,2020-01-10,2020-01-15,6,3,33.6987,-116.146,10.3,7.800000000000001,23.400000000000002,75,67.66666666666667,2020,1,10
12,2020-01-08,2020-01-08,1,1,33.7009,-114.5581,13.3,13.3,13.3,58,58.0,2020,1,8
13,2020-01-01,2020-01-01,1,2,33.8062,-115.391,11.5,11.0,22.0,72,71.5,2020,1,1
14,2020-01-24,2020-01-24,1,1,34.1237,-117.9331,4.7,4.7,4.7,61,61.0,2020,1,24
15,2020-01-22,2020-01-24,3,2,34.2302,-118.0716,25.6,21.55,43.1,78,73.0,2020,1,22
16,2020-01-08,2020-01-15,8,6,34.3596,-118.962,18.0,10.466666666666667,62.8,69,58.833333333333336,2020,1,13
17,2020-01-31,2020-01-31,1,1,34.6004,-120.0668,4.8,4.8,4.8,55,55.0,2020,1,31
18,2020-01-13,2020-01-13,1,1,34.6695,-119.9824,18.2,18.2,18.2,71,71.0,2020,1,13
19,2020-01-11,2020-01-31,21,4,34.7172,-118.3223,51.6,17.15,68.6,88,62.5,2020,1,27
20,2020-01-11,2020-01-27,17,8,34.7717,-118.4469,233.0,89.7,717.6,94,82.25,2020,1,27
21,2020-01-31,2020-01-31,1,1,34.7667,-120.3019,4.4,4.4,4.4,62,62.0,2020,1,31
22,2020-01-23,2020-01-23,1,1,34.8783,-120.3235,12.6,12.6,12.6,74,74.0,2020,1,23
23,2020-01-22,2020-01-22,1,1,35.3585,-118.9843,4.6,4.6,4.6,56,56.0,2020,1,22
24,2020-01-31,2020-01-31,1,2,35.4897,-120.9819,5.8,5.4,10.8,59,56.5,2020,1,31
25,2020-01-06,2020-01-15,10,7,35.5939,-120.3125,45.5,20.17142857142857,141.2,92,73.0,2020,1,8
26,2020-01-17,2020-01-29,13,4,35.6149,-115.3518,149.8,52.45,209.8,78,69.25,2020,1,29
27,2020-01-14,2020-01-22,9,3,35.653,-120.6149,18.2,11.133333333333333,33.4,79,65.0,2020,1,15
28,2020-01-06,2020-01-06,1,2,35.6499,-120.4291,16.4,11.7,23.4,75,64.5,2020,1,6
29,2020-01-23,2020-01-23,1,2,35.6589,-120.7599,29.5,18.65,37.3,85,74.5,2020,1,23
30,2020-01-12,2020-01-12,1,2,35.6697,-120.8941,31.7,23.3,46.6,72,61.0,2020,1,12
31,2020-01-29,2020-01-29,1,1,35.7772,-114.956,8.5,8.5,8.5,73,73.0,2020,1,29
32,2020-01-28,2020-01-28,1,1,35.839,-119.1905,16.2,16.2,16.2,65,65.0,2020,1,28
33,2020-01-16,2020-01-16,1,3,36.0076,-119.0602,54.4,22.0,66.0,92,68.33333333333333,2020,1,16
34,2020-01-03,2020-01-03,1,1,36.0351,-119.3394,13.9,13.9,13.9,63,63.0,2020,1,3
35,2020-01-15,2020-01-31,17,2,36.0492,-120.9569,16.5,12.05,24.1,78,69.5,2020,1,31
36,2020-01-16,2020-01-16,1,5,36.0604,-118.9431,19.9,11.940000000000001,59.7,79,69.0,2020,1,16
37,2020-01-22,2020-01-22,1,1,36.1457,-120.1299,5.0,5.0,5.0,58,58.0,2020,1,22
38,2020-01-07,2020-01-07,1,1,36.1514,-121.12,12.2,12.2,12.2,70,70.0,2020,1,7
39,2020-01-13,2020-01-13,1,1,36.265,-121.3348,10.3,10.3,10.3,63,63.0,2020,1,13
40,2020-01-16,2020-01-16,1,2,36.2688,-119.1788,17.3,11.05,22.1,77,63.5,2020,1,16
41,2020-01-22,2020-01-22,1,1,36.3779,-120.1211,4.9,4.9,4.9,53,53.0,2020,1,22
42,2020-01-15,2020-01-15,1,3,36.4057,-116.2977,56.7,39.4,118.19999999999999,83,78.33333333333333,2020,1,15
43,2020-01-16,2020-01-16,1,2,36.4375,-119.6098,14.6,11.1,22.2,75,69.5,2020,1,16
44,2020-01-09,2020-01-16,8,2,36.4384,-119.4491,36.0,23.15,46.3,88,77.0,2020,1,16
45,2020-01-16,2020-01-16,1,2,36.4491,-119.1233,6.1,6.05,12.1,57,55.5,2020,1,16
46,2020-01-16,2020-01-16,1,1,36.5962,-119.2965,8.5,8.5,8.5,63,63.0,2020,1,16
47,2020-01-17,2020-01-17,1,2,36.6781,-120.6817,18.7,14.85,29.7,73,64.5,2020,1,17
48,2020-01-28,2020-01-28,1,1,36.9666,-119.9776,14.0,14.0,14.0,51,51.0,2020,1,28
49,2020-01-06,2020-01-31,26,17,37.0418,-119.3803,79.7,34.54117647058824,587.2,83,66.17647058823529,2020,1,14
50,2020-01-31,2020-01-31,1,2,37.0714,-119.2398,26.9,21.5,43.0,84,79.5,2020,1,31
51,2020-01-13,2020-01-13,1,5,37.155,-120.6151,97.4,49.06,245.3,92,80.0,2020,1,13
52,2020-01-14,2020-01-15,2,7,37.3343,-119.3864,234.0,73.18571428571428,512.3,97,82.14285714285714,2020,1,15
53,2020-01-30,2020-01-30,1,2,37.5224,-120.711,9.8,9.15,18.3,64,62.5,2020,1,30
54,2020-01-22,2020-01-22,1,1,37.5668,-119.8587,8.0,8.0,8.0,53,53.0,2020,1,22
55,2020-01-06,2020-01-30,25,20,37.9108,-119.9774,251.9,85.15,1703.0,100,80.7,2020,1,6
56,2020-01-06,2020-01-24,19,36,37.9253,-120.0065,783.9,131.24166666666667,4724.700000000001,100,81.63888888888889,2020,1,7
57,2020-01-07,2020-01-07,1,1,37.974,-120.0986,16.7,16.7,16.7,71,71.0,2020,1,7
58,2020-01-02,2020-01-07,6,3,38.2297,-120.6077,13.9,10.6,31.799999999999997,66,60.0,2020,1,7
59,2020-01-04,2020-01-06,3,4,38.398,-120.9336,16.8,13.475,53.9,78,67.75,2020,1,6
60,2020-01-30,2020-01-30,1,1,38.4993,-121.9795,4.8,4.8,4.8,53,53.0,2020,1,30
61,2020-01-30,2020-01-30,1,1,38.6591,-122.0074,9.7,9.7,9.7,67,67.0,2020,1,30
62,2020-01-13,2020-01-13,1,1,38.7653,-120.5202,20.2,20.2,20.2,64,64.0,2020,1,13
