latitude,longitude,acq_date,satellite,instrument,frp,type,bright_t31,confidence,year,month,datetime
32.5409,-114.6235,2020-12-16,Terra,MODIS,33.2,0,291.8,76,2020,12,2020-12-16
32.5419,-114.6166,2020-12-16,Terra,MODIS,59.2,0,292.3,83,2020,12,2020-12-16
32.5439,-114.6128,2020-12-04,Terra,MODIS,25.3,0,293.4,84,2020,12,2020-12-04
32.5447,-114.6236,2020-12-16,Aqua,MODIS,23.6,0,296.2,75,2020,12,2020-12-16
32.5456,-114.6235,2020-12-04,Terra,MODIS,21.0,0,293.8,81,2020,12,2020-12-04
32.5526,-116.8644,2020-06-09,Terra,MODIS,36.4,0,315.6,87,2020,6,2020-06-09
32.5531,-114.6199,2020-12-16,Terra,MODIS,31.9,0,293.5,75,2020,12,2020-12-16
32.5576,-116.951,2020-05-08,Terra,MODIS,11.2,2,307.1,52,2020,5,2020-05-08
32.5746,-114.5972,2020-09-15,Terra,MODIS,41.4,0,311.9,90,2020,9,2020-09-15
32.5748,-116.5826,2020-08-13,Aqua,MODIS,30.1,0,311.7,86,2020,8,2020-08-13
32.5763,-116.591,2020-09-05,Aqua,MODIS,12.5,0,322.2,72,2020,9,2020-09-05
32.5836,-114.6546,2020-07-27,Terra,MODIS,19.8,0,319.5,58,2020,7,2020-07-27
32.5853,-114.6059,2020-09-15,Terra,MODIS,31.3,0,310.2,84,2020,9,2020-09-15
32.5861,-114.6684,2020-07-27,Terra,MODIS,19.0,0,322.3,68,2020,7,2020-07-27
32.5896,-114.5962,2020-11-20,Terra,MODIS,23.9,0,299.3,80,2020,11,2020-11-20
32.5941,-114.6061,2020-11-23,Terra,MODIS,13.5,0,299.6,59,2020,11,2020-11-23
32.6143,-116.1319,2020-11-25,Terra,MODIS,6.4,0,297.8,58,2020,11,2020-11-25
32.6174,-116.1281,2020-11-19,Aqua,MODIS,6.3,0,302.0,55,2020,11,2020-11-19
32.6175,-116.1389,2020-01-04,Aqua,MODIS,9.0,0,293.5,65,2020,1,2020-01-04
32.6196,-114.6238,2020-12-04,Terra,MODIS,12.7,0,293.6,72,2020,12,2020-12-04
32.6213,-114.6345,2020-12-04,Terra,MODIS,21.4,0,294.4,81,2020,12,2020-12-04
32.6258,-114.6151,2020-11-18,Terra,MODIS,13.0,0,301.3,68,2020,11,2020-11-18
32.6272,-116.0928,2020-07-07,Aqua,MODIS,19.2,0,319.3,71,2020,7,2020-07-07
32.6293,-116.0807,2020-07-07,Aqua,MODIS,21.8,0,316.0,75,2020,7,2020-07-07
32.6345,-114.7632,2020-07-02,Terra,MODIS,29.9,0,314.1,76,2020,7,2020-07-02
32.635,-114.7695,2020-07-02,Terra,MODIS,50.6,0,314.9,84,2020,7,2020-07-02
32.6561,-115.6376,2020-11-25,Terra,MODIS,17.7,0,300.6,58,2020,11,2020-11-25
32.6567,-115.6778,2020-10-21,Aqua,MODIS,16.5,0,313.8,61,2020,10,2020-10-21
32.6583,-115.6574,2020-12-27,Terra,MODIS,4.6,0,295.6,61,2020,12,2020-12-27
32.6584,-115.5997,2020-01-17,Terra,MODIS,6.7,0,285.3,61,2020,1,2020-01-17
32.6596,-115.6696,2020-10-10,Terra,MODIS,12.6,0,311.3,64,2020,10,2020-10-10
32.6609,-115.6658,2020-04-15,Terra,MODIS,13.1,0,309.8,69,2020,4,2020-04-15
32.6623,-115.664,2020-07-31,Terra,MODIS,30.5,0,321.3,83,2020,7,2020-07-31
32.6626,-115.675,2020-11-24,Aqua,MODIS,10.8,0,302.3,70,2020,11,2020-11-24
32.6628,-115.6767,2020-11-12,Aqua,MODIS,19.1,0,303.7,79,2020,11,2020-11-12
32.663000000000004,-115.6762,2020-08-07,Terra,MODIS,62.6,0,324.7,99,2020,8,2020-08-07
32.6635,-115.6684,2020-11-13,Aqua,MODIS,58.6,0,303.4,79,2020,11,2020-11-13
32.6642,-115.6707,2020-05-28,Terra,MODIS,22.5,0,323.4,55,2020,5,2020-05-28
32.6645,-115.6752,2020-12-03,Aqua,MODIS,50.9,0,299.5,93,2020,12,2020-12-03
32.6648,-115.6648,2020-11-12,Aqua,MODIS,5.3,0,302.4,56,2020,11,2020-11-12
32.6662,-115.6801,2020-11-10,Aqua,MODIS,38.3,0,303.4,91,2020,11,2020-11-10
32.6665,-115.6685,2020-07-18,Terra,MODIS,21.2,0,323.2,50,2020,7,2020-07-18
32.667,-115.6814,2020-11-16,Aqua,MODIS,25.2,0,306.1,50,2020,11,2020-11-16
32.6673,-114.5582,2020-03-17,Aqua,MODIS,19.1,2,297.0,57,2020,3,2020-03-17
32.6675,-115.6711,2020-12-02,Terra,MODIS,15.6,0,298.9,76,2020,12,2020-12-02
32.6677,-115.6729,2020-10-10,Terra,MODIS,46.1,0,312.9,94,2020,10,2020-10-10
32.6677,-115.6695,2020-11-10,Aqua,MODIS,45.0,0,301.7,93,2020,11,2020-11-10
32.6685,-115.6742,2020-11-23,Aqua,MODIS,30.5,0,303.9,72,2020,11,2020-11-23
32.6697,-115.6835,2020-12-02,Terra,MODIS,6.1,0,298.0,60,2020,12,2020-12-02
32.6698,-115.6793,2020-05-26,Terra,MODIS,43.9,0,325.6,95,2020,5,2020-05-26
32.6722,-115.2934,2020-05-22,Terra,MODIS,48.7,0,319.1,66,2020,5,2020-05-22
32.6726,-115.6766,2020-11-24,Aqua,MODIS,23.9,0,301.3,81,2020,11,2020-11-24
32.6729,-115.3391,2020-07-10,Terra,MODIS,5.6,0,297.9,64,2020,7,2020-07-10
32.6772,-114.5634,2020-04-23,Terra,MODIS,50.4,0,310.7,54,2020,4,2020-04-23
32.6798,-114.566,2020-03-05,Terra,MODIS,13.0,2,302.9,56,2020,3,2020-03-05
32.6868,-115.6719,2020-01-23,Aqua,MODIS,208.9,0,303.7,100,2020,1,2020-01-23
32.69,-115.6779,2020-01-23,Aqua,MODIS,228.7,0,303.9,100,2020,1,2020-01-23
32.6903,-114.1364,2020-09-18,Aqua,MODIS,41.9,0,319.6,90,2020,9,2020-09-18
32.6919,-115.6574,2020-01-23,Aqua,MODIS,23.9,0,301.5,69,2020,1,2020-01-23
32.6925,-115.013,2020-01-02,Aqua,MODIS,28.2,0,298.2,85,2020,1,2020-01-02
32.694,-115.0009,2020-01-02,Aqua,MODIS,8.2,0,295.7,69,2020,1,2020-01-02
32.6964,-116.6946,2020-09-07,Terra,MODIS,8.1,0,298.1,62,2020,9,2020-09-07
32.6984,-114.9982,2020-12-27,Terra,MODIS,14.3,0,297.5,77,2020,12,2020-12-27
32.7,-114.9958,2020-01-03,Terra,MODIS,3.7,0,293.4,63,2020,1,2020-01-03
32.7003,-115.0097,2020-12-27,Terra,MODIS,34.8,0,297.7,88,2020,12,2020-12-27
32.7012,-116.703,2020-09-07,Aqua,MODIS,25.5,0,319.3,63,2020,9,2020-09-07
32.7016,-115.0064,2020-01-03,Terra,MODIS,6.8,0,293.9,70,2020,1,2020-01-03
32.7027,-116.6562,2020-09-07,Aqua,MODIS,24.5,0,297.8,100,2020,9,2020-09-07
32.704,-116.7103,2020-09-07,Terra,MODIS,18.5,0,297.5,97,2020,9,2020-09-07
32.7064,-116.6968,2020-09-07,Terra,MODIS,56.5,0,302.5,100,2020,9,2020-09-07
32.7089,-115.6313,2020-10-10,Terra,MODIS,103.1,0,309.6,100,2020,10,2020-10-10
32.7097,-116.6957,2020-09-07,Aqua,MODIS,46.8,0,298.2,100,2020,9,2020-09-07
32.7098,-116.7061,2020-09-07,Terra,MODIS,329.1,0,309.3,89,2020,9,2020-09-07
32.7107,-116.6395,2020-09-07,Aqua,MODIS,24.0,0,317.9,68,2020,9,2020-09-07
32.7121,-116.7091,2020-09-07,Aqua,MODIS,9.0,0,295.8,71,2020,9,2020-09-07
32.7128,-114.482,2020-07-08,Aqua,MODIS,63.3,0,313.3,71,2020,7,2020-07-08
32.7141,-116.7121,2020-09-07,Terra,MODIS,30.0,0,301.4,100,2020,9,2020-09-07
32.7158,-114.074,2020-06-09,Terra,MODIS,35.2,0,315.0,75,2020,6,2020-06-09
32.7163,-116.6992,2020-09-07,Terra,MODIS,30.4,0,301.2,100,2020,9,2020-09-07
32.7175,-116.7171,2020-09-07,Aqua,MODIS,46.1,0,316.7,88,2020,9,2020-09-07
32.7181,-116.6291,2020-09-07,Terra,MODIS,14.0,0,296.8,87,2020,9,2020-09-07
32.7227,-116.6203,2020-09-07,Aqua,MODIS,27.2,0,313.2,67,2020,9,2020-09-07
32.7236,-116.6207,2020-09-07,Terra,MODIS,119.7,0,309.9,67,2020,9,2020-09-07
32.7254,-114.033,2020-02-17,Aqua,MODIS,39.8,0,300.3,75,2020,2,2020-02-17
32.7256,-116.701,2020-09-07,Terra,MODIS,121.5,0,309.3,58,2020,9,2020-09-07
32.7263,-114.4715,2020-07-08,Terra,MODIS,19.0,0,320.0,65,2020,7,2020-07-08
32.7301,-116.6132,2020-09-07,Terra,MODIS,120.4,0,307.9,70,2020,9,2020-09-07
32.7314,-116.6983,2020-09-06,Terra,MODIS,28.0,0,310.9,85,2020,9,2020-09-06
32.7316,-116.6221,2020-09-07,Aqua,MODIS,223.3,0,321.0,100,2020,9,2020-09-07
32.7321,-114.5879,2020-04-03,Terra,MODIS,17.5,0,308.8,65,2020,4,2020-04-03
32.733000000000004,-116.7089,2020-09-06,Terra,MODIS,193.7,0,313.8,100,2020,9,2020-09-06
32.7331,-116.6115,2020-09-07,Aqua,MODIS,222.3,0,310.9,100,2020,9,2020-09-07
32.7338,-114.5882,2020-05-30,Terra,MODIS,28.0,0,285.9,97,2020,5,2020-05-30
32.7346,-116.7195,2020-09-06,Terra,MODIS,58.3,0,308.7,97,2020,9,2020-09-06
32.7372,-116.6786,2020-09-06,Aqua,MODIS,1757.7,0,306.0,94,2020,9,2020-09-06
32.7389,-116.6345,2020-09-07,Aqua,MODIS,44.4,0,320.7,92,2020,9,2020-09-07
32.7403,-116.6965,2020-09-06,Terra,MODIS,817.4,0,324.1,100,2020,9,2020-09-06
32.7404,-116.6239,2020-09-07,Aqua,MODIS,685.0,0,400.1,100,2020,9,2020-09-07
32.742,-116.6133,2020-09-07,Aqua,MODIS,1142.2,0,340.3,100,2020,9,2020-09-07
32.7427,-114.5238,2020-06-30,Aqua,MODIS,25.2,0,320.6,73,2020,6,2020-06-30
32.745,-116.7281,2020-09-06,Terra,MODIS,17.3,0,305.2,62,2020,9,2020-09-06
32.7458,-116.6939,2020-01-13,Aqua,MODIS,18.6,0,290.0,72,2020,1,2020-01-13
32.7478,-116.6364,2020-09-07,Aqua,MODIS,96.3,0,320.9,100,2020,9,2020-09-07
32.7481,-116.7172,2020-09-06,Aqua,MODIS,127.2,0,301.8,100,2020,9,2020-09-06
32.7482,-116.7491,2020-09-06,Terra,MODIS,18.0,0,312.9,52,2020,9,2020-09-06
32.7486,-116.7434,2020-09-06,Terra,MODIS,74.7,0,301.3,98,2020,9,2020-09-06
32.7492,-116.6947,2020-09-06,Terra,MODIS,200.8,0,309.2,100,2020,9,2020-09-06
32.7493,-116.6258,2020-09-07,Aqua,MODIS,137.8,0,316.6,100,2020,9,2020-09-07
32.75,-115.7525,2020-12-30,Aqua,MODIS,33.6,0,296.1,87,2020,12,2020-12-30
32.7503,-116.7417,2020-09-06,Aqua,MODIS,45.6,0,299.4,100,2020,9,2020-09-06
32.7504,-115.5882,2020-10-27,Aqua,MODIS,13.4,0,301.8,69,2020,10,2020-10-27
32.7506,-116.7115,2020-09-06,Terra,MODIS,55.4,0,299.9,87,2020,9,2020-09-06
32.7508,-116.7052,2020-09-06,Terra,MODIS,752.5,0,320.0,94,2020,9,2020-09-06
32.7509,-116.6152,2020-09-07,Aqua,MODIS,20.3,0,309.0,67,2020,9,2020-09-07
32.7511,-116.6864,2020-01-15,Terra,MODIS,15.2,0,289.3,66,2020,1,2020-01-15
32.7567,-115.6884,2020-11-25,Terra,MODIS,204.0,0,301.6,89,2020,11,2020-11-25
32.7574,-115.5222,2020-06-06,Aqua,MODIS,96.0,0,288.6,68,2020,6,2020-06-06
32.7581,-116.6928,2020-09-06,Terra,MODIS,12.7,0,303.0,67,2020,9,2020-09-06
32.7589,-115.7529,2020-11-05,Aqua,MODIS,33.4,0,307.3,82,2020,11,2020-11-05
32.7597,-116.7034,2020-09-06,Terra,MODIS,22.4,0,307.7,76,2020,9,2020-09-06
32.7612,-116.7139,2020-09-06,Terra,MODIS,21.5,0,304.1,74,2020,9,2020-09-06
32.7614,-115.7388,2020-11-05,Aqua,MODIS,59.6,0,306.2,90,2020,11,2020-11-05
32.7619,-116.7775,2020-09-06,Terra,MODIS,65.1,0,300.3,95,2020,9,2020-09-06
32.762,-115.7212,2020-11-25,Terra,MODIS,59.7,0,298.0,90,2020,11,2020-11-25
32.7629,-116.7395,2020-09-06,Aqua,MODIS,22.1,0,300.3,84,2020,9,2020-09-06
32.7634,-115.5036,2020-06-06,Aqua,MODIS,94.7,0,289.1,78,2020,6,2020-06-06
32.7639,-115.536,2020-06-07,Aqua,MODIS,18.3,2,291.2,97,2020,6,2020-06-07
32.764,-116.7452,2020-09-06,Terra,MODIS,457.1,0,308.3,100,2020,9,2020-09-06
32.7646,-115.5119,2020-06-06,Aqua,MODIS,125.2,0,289.4,89,2020,6,2020-06-06
32.7657,-115.552,2020-06-06,Aqua,MODIS,89.9,2,289.3,76,2020,6,2020-06-06
32.7662,-116.7109,2020-09-06,Terra,MODIS,390.5,0,304.3,100,2020,9,2020-09-06
32.7662,-115.5537,2020-06-06,Terra,MODIS,38.6,2,292.6,100,2020,6,2020-06-06
32.7663,-115.5395,2020-06-07,Terra,MODIS,38.2,2,292.6,78,2020,6,2020-06-07
32.7671,-115.5602,2020-06-06,Aqua,MODIS,58.7,2,289.0,54,2020,6,2020-06-06
32.7671,-115.5316,2020-06-06,Terra,MODIS,58.0,2,311.7,87,2020,6,2020-06-06
32.7679,-115.5374,2020-06-06,Terra,MODIS,161.0,2,295.9,100,2020,6,2020-06-06
32.7685,-116.7014,2020-09-06,Terra,MODIS,117.1,0,313.1,100,2020,9,2020-09-06
32.7688,-115.5467,2020-06-06,Terra,MODIS,31.8,2,312.8,76,2020,6,2020-06-06
32.7701,-116.712,2020-09-06,Terra,MODIS,185.6,0,316.0,100,2020,9,2020-09-06
32.7729,-115.5203,2020-06-06,Aqua,MODIS,126.8,2,289.4,85,2020,6,2020-06-06
32.7735,-116.7166,2020-09-06,Aqua,MODIS,89.7,0,305.6,100,2020,9,2020-09-06
32.774,-116.7839,2020-09-06,Terra,MODIS,43.1,0,300.3,82,2020,9,2020-09-06
32.7753,-116.7116,2020-09-06,Aqua,MODIS,63.0,0,303.4,100,2020,9,2020-09-06
32.7755,-116.7383,2020-09-06,Aqua,MODIS,92.4,0,306.0,100,2020,9,2020-09-06
32.7757,-116.862,2020-08-22,Aqua,MODIS,22.8,0,304.2,79,2020,8,2020-08-22
32.7759,-116.7519,2020-09-06,Terra,MODIS,912.6,0,310.8,100,2020,9,2020-09-06
32.7772,-116.7337,2020-09-06,Aqua,MODIS,123.7,0,307.9,100,2020,9,2020-09-06
32.7774,-116.7776,2020-09-06,Terra,MODIS,57.7,0,300.4,91,2020,9,2020-09-06
32.778,-116.7167,2020-09-06,Terra,MODIS,1034.5,0,308.0,100,2020,9,2020-09-06
32.7791,-116.7568,2020-09-06,Aqua,MODIS,28.0,0,301.0,52,2020,9,2020-09-06
32.7795,-116.7451,2020-09-06,Terra,MODIS,1239.6,0,308.5,100,2020,9,2020-09-06
32.7795,-114.3759,2020-02-01,Aqua,MODIS,27.8,0,304.2,73,2020,2,2020-02-01
32.7813,-114.3562,2020-02-01,Aqua,MODIS,15.4,0,304.3,56,2020,2,2020-02-01
32.7818,-116.7096,2020-09-06,Terra,MODIS,506.0,0,302.1,100,2020,9,2020-09-06
32.7855,-115.7017,2020-04-05,Aqua,MODIS,69.1,0,284.5,88,2020,4,2020-04-05
32.7868,-114.3715,2020-02-01,Aqua,MODIS,23.7,0,304.6,72,2020,2,2020-02-01
32.7874,-115.5945,2020-10-16,Terra,MODIS,5.7,0,292.8,58,2020,10,2020-10-16
32.7899,-115.3166,2020-11-12,Aqua,MODIS,7.5,0,299.4,52,2020,11,2020-11-12
32.792,-115.7306,2020-04-05,Aqua,MODIS,52.9,0,284.4,76,2020,4,2020-04-05
32.8132,-118.4099,2020-08-14,Terra,MODIS,14.4,3,301.8,61,2020,8,2020-08-14
32.8355,-115.5386,2020-10-20,Aqua,MODIS,49.0,0,312.0,88,2020,10,2020-10-20
32.8379,-115.5248,2020-10-20,Aqua,MODIS,104.4,0,316.2,99,2020,10,2020-10-20
32.8455,-115.5412,2020-10-20,Aqua,MODIS,27.8,0,314.3,77,2020,10,2020-10-20
