event_id,start_date,end_date,duration_days,num_detections,latitude,longitude,max_frp,avg_frp,total_frp,max_confidence,avg_confidence,year,month,day
0,2015-01-03,2015-01-03,1,1,32.5913,-114.5882,11.9,11.9,11.9,66,66.0,2015,1,3
1,2015-01-13,2015-01-13,1,3,32.6439,-115.6571,42.9,26.53333333333333,79.6,92,79.66666666666667,2015,1,13
2,2015-01-23,2015-01-23,1,2,32.6991,-114.306,10.5,9.95,19.9,63,62.0,2015,1,23
3,2015-01-05,2015-01-20,16,2,32.8473,-116.4335,10.0,9.3,18.6,60,56.0,2015,1,20
4,2015-01-20,2015-01-20,1,4,33.4536,-114.7163,82.0,49.95,199.8,96,87.25,2015,1,20
5,2015-01-20,2015-01-20,1,1,33.494,-115.8487,9.6,9.6,9.6,72,72.0,2015,1,20
6,2015-01-14,2015-01-14,1,1,33.6038,-114.6912,6.2,6.2,6.2,64,64.0,2015,1,14
7,2015-01-21,2015-01-21,1,1,33.7759,-118.2836,14.8,14.8,14.8,73,73.0,2015,1,21
8,2015-01-25,2015-01-25,1,5,34.0175,-117.6161,32.6,23.7,118.5,100,70.4,2015,1,25
9,2015-01-13,2015-01-21,9,6,34.0936,-117.5346,6.1,4.8,28.799999999999997,66,60.166666666666664,2015,1,15
10,2015-01-08,2015-01-08,1,5,34.3138,-118.8794,12.3,9.8,49.0,71,64.0,2015,1,8
11,2015-01-13,2015-01-13,1,3,34.4964,-115.5038,77.1,33.13333333333333,99.39999999999999,99,84.0,2015,1,13
12,2015-01-13,2015-01-29,17,7,34.7863,-118.5073,55.9,23.142857142857142,162.0,82,69.57142857142857,2015,1,13
13,2015-01-10,2015-01-10,1,2,35.5829,-120.5997,9.8,7.6000000000000005,15.200000000000001,70,63.5,2015,1,10
14,2015-01-31,2015-01-31,1,3,35.6153,-115.3631,594.3,280.0333333333333,840.0999999999999,87,80.33333333333333,2015,1,31
15,2015-01-10,2015-01-10,1,1,35.628,-121.0639,9.2,9.2,9.2,69,69.0,2015,1,10
16,2015-01-19,2015-01-19,1,2,36.1317,-121.0845,7.0,6.0,12.0,61,56.5,2015,1,19
17,2015-01-30,2015-01-30,1,1,36.2105,-121.2522,16.9,16.9,16.9,68,68.0,2015,1,30
