STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
72591024216,2015-01-01,40.15186,-122.25478,108.0,"RED BLUFF MUNICIPAL AIRPORT, CA US",46.3,24,16.1,24,1020.7,24,7.8,24,10.0,24,7.6,24,13.0,20.0,57.0, ,35.1, ,0.0,G,,0
72591024216,2015-01-02,40.15186,-122.25478,108.0,"RED BLUFF MUNICIPAL AIRPORT, CA US",37.5,24,29.6,24,1022.3,24,9.2,24,8.0,24,4.2,24,6.0,,53.1, ,28.0, ,0.0,G,,0
72591024216,2015-01-03,40.15186,-122.25478,108.0,"RED BLUFF MUNICIPAL AIRPORT, CA US",38.5,24,29.9,24,1023.3,24,10.2,24,10.0,24,3.1,24,6.0,,53.1, ,28.0, ,0.0,G,,0
72591024216,2015-01-04,40.15186,-122.25478,108.0,"RED BLUFF MUNICIPAL AIRPORT, CA US",42.2,24,33.2,24,1028.4,24,15.3,24,9.9,24,4.5,24,7.0,,59.0, ,28.9, ,0.0,G,,0
72591024216,2015-01-05,40.15186,-122.25478,108.0,"RED BLUFF MUNICIPAL AIRPORT, CA US",44.3,24,34.2,24,1029.3,24,16.2,24,10.0,24,4.4,24,8.0,,66.0, ,33.1, ,0.0,G,,0
72591024216,2015-01-06,40.15186,-122.25478,108.0,"RED BLUFF MUNICIPAL AIRPORT, CA US",47.4,24,39.3,24,1025.8,24,12.8,24,9.4,24,4.1,24,7.0,,68.0, ,35.1, ,0.0,G,,0
72591024216,2015-01-07,40.15186,-122.25478,108.0,"RED BLUFF MUNICIPAL AIRPORT, CA US",50.7,24,38.6,24,1023.2,24,10.3,24,10.0,24,4.8,24,8.9,,72.0, ,36.0, ,0.0,G,,0
72591024216,2015-01-08,40.15186,-122.25478,108.0,"RED BLUFF MUNICIPAL AIRPORT, CA US",49.6,24,40.1,24,1019.5,24,6.7,24,10.0,24,4.3,24,8.0,,72.0, ,35.1, ,0.0,G,,0
72591024216,2015-01-09,40.15186,-122.25478,108.0,"RED BLUFF MUNICIPAL AIRPORT, CA US",51.2,24,42.1,24,1016.5,24,3.7,24,10.0,24,4.1,24,8.9,,64.0, ,35.1, ,0.0,G,,0
72591024216,2015-01-10,40.15186,-122.25478,108.0,"RED BLUFF MUNICIPAL AIRPORT, CA US",48.7,24,42.4,24,1015.7,24,2.9,24,9.8,24,3.4,24,7.0,,63.0, ,42.1, ,0.0,G,,0
