event_id,fire_start_date,fire_end_date,fire_duration_days,fire_latitude,fire_longitude,fire_max_frp,fire_avg_frp,fire_total_frp,confidence,station_id,station_name,station_distance_km,avg_temp_30d,max_temp_30d,avg_max_temp_30d,total_precip_30d,days_without_rain,avg_wind_speed,max_wind_speed,avg_dewpoint,temp_precip_ratio
0,2019-01-07,2019-01-07,1,32.6584,-116.2738,11.0,11.0,11.0,70,74718603164,"CAMPO ASOS, CA US",21.863275266529936,44.06666666666666,70.0,58.650000000000006,0.49,4,9.016666666666667,25.1,17.583333333333332,74.68926553672316
2,2019-01-26,2019-01-26,1,32.7696,-115.7064,16.8,16.8,16.8,84,72281023199,"EL CENTRO NAF, CA US",8.426072072621507,53.04,75.0,68.072,100.13999999999999,21,5.132000000000001,28.0,35.052,0.5291300877893058
5,2019-01-29,2019-01-29,1,32.9544,-116.5925,138.8,88.35000000000001,176.70000000000002,100,74505653120,"RAMONA AIRPORT, CA US",37.08617734898808,50.592857142857135,75.9,66.51785714285714,2.9699999999999998,18,4.589285714285714,20.0,36.75714285714286,16.479758026989295
11,2019-01-09,2019-01-25,17,34.0962,-117.5321,6.5,4.925,19.7,63,74704003102,"ONTARIO INTERNATIONAL AIRPORT, CA US",6.896582571949028,51.775,72.0,64.775,0.18,6,5.675,28.0,28.700000000000003,184.91071428571425
13,2019-01-30,2019-01-30,1,34.6285,-120.0219,3.2,3.2,3.2,50,72376293244,"SANTA YNEZ AIRPORT, CA US",6.419053510697043,48.92413793103448,71.6,62.28965517241378,1299.87,16,4.282758620689656,24.1,42.086206896551715,0.037634820750505386
14,2019-01-24,2019-01-24,1,34.7127,-118.3066,30.6,23.75,47.5,76,72381603159,"LANCASTER, CA US",10.908664476214588,43.12608695652174,69.1,57.2086956521739,1.63,15,6.321739130434781,33.0,32.221739130434784,24.928373963307365
15,2019-01-24,2019-01-24,1,34.7746,-118.4447,719.7,135.27142857142857,946.9,84,72381603159,"LANCASTER, CA US",26.033822392929974,43.12608695652174,69.1,57.2086956521739,1.63,15,6.321739130434781,33.0,32.221739130434784,24.928373963307365
16,2019-01-30,2019-01-30,1,34.7571,-120.2295,5.4,5.4,5.4,60,72376293244,"SANTA YNEZ AIRPORT, CA US",23.87030397152957,48.92413793103448,71.6,62.28965517241378,1299.87,16,4.282758620689656,24.1,42.086206896551715,0.037634820750505386
17,2019-01-24,2019-01-24,1,34.7971,-118.5263,29.9,29.9,29.9,75,72383023187,"SANDBERG, CA US",22.87090839430004,42.1695652173913,62.1,51.11304347826088,5.09,12,13.191304347826087,34.0,29.521739130434778,8.12515707464187
18,2019-01-30,2019-01-30,1,35.0212,-120.5153,3.8,3.8,3.8,53,72394023273,"SANTA MARIA PUBLIC AIRPORT, CA US",15.759994250902599,54.13103448275862,77.0,67.3586206896552,3.67,17,5.76896551724138,26.0,45.348275862068974,14.358364584286107
19,2019-01-16,2019-01-16,1,35.1211,-118.9906,12.2,12.2,12.2,65,72384023155,"BAKERSFIELD AIRPORT, CA US",35.49136940064764,52.686666666666675,70.0,64.94,0.30000000000000004,9,6.426666666666667,32.1,37.86666666666667,131.71666666666667
21,2019-01-31,2019-01-31,1,35.3785,-120.094,240.9,109.26000000000002,546.3000000000001,94,72289793206,"SAN LUIS OBISPO MCCHESNEY FIELD, CA US",63.01282645365263,52.75333333333333,77.0,65.79333333333334,3.7199999999999998,19,4.736666666666666,22.0,43.72333333333334,13.809773123909249
22,2019-01-07,2019-01-24,18,35.4562,-119.306,10.6,8.0,24.0,69,72384023155,"BAKERSFIELD AIRPORT, CA US",27.940889308738864,45.833333333333336,64.9,59.68333333333334,0.11,5,3.716666666666667,15.9,32.666666666666664,218.25396825396825
23,2019-01-19,2019-01-19,1,35.4982,-119.433,6.1,6.1,6.1,51,72384023155,"BAKERSFIELD AIRPORT, CA US",42.52814013853976,53.46111111111111,72.0,65.78333333333333,0.98,9,6.372222222222223,32.1,39.400000000000006,49.50102880658436
24,2019-01-07,2019-01-12,6,35.5685,-119.2304,132.1,88.13333333333333,793.1999999999999,99,72384023155,"BAKERSFIELD AIRPORT, CA US",24.497268268058278,45.833333333333336,64.9,59.68333333333334,0.11,5,3.716666666666667,15.9,32.666666666666664,218.25396825396825
25,2019-01-10,2019-01-26,17,35.6198,-115.3432,377.6,150.70000000000002,452.1,85,72209653127,"LAS VEGAS HENDERSON AIRPORT, NV US",45.94800803580194,41.788888888888884,60.1,52.77777777777778,0.41,8,6.411111111111111,22.9,22.388888888888886,81.93899782135075
27,2019-01-30,2019-01-30,1,35.7827,-114.9646,13.5,12.7,25.4,76,72074100269,"BOULDER CITY MUNICIPAL AIRPORT, NV US",21.560146368937712,47.627586206896545,68.0,56.64137931034483,399.96,25,5.579310344827585,29.9,28.282758620689656,0.11905110785106371
28,2019-01-08,2019-01-08,1,35.965,-118.9662,8.1,8.1,8.1,60,72389523149,"PORTERVILLE MUNICIPAL AIRPORT, CA US",12.861736063051316,44.642857142857146,66.9,59.857142857142854,0.29000000000000004,5,3.8857142857142857,15.9,37.17142857142857,114.46886446886447
30,2019-01-19,2019-01-31,13,36.1712,-120.1173,37.1,17.68,88.4,89,74702023110,"LEMOORE REEVES NAS, CA US",25.859766720426535,48.46666666666667,64.9,60.300000000000004,1.04,10,5.655555555555555,21.0,42.56666666666666,42.514619883040936
31,2019-01-07,2019-01-07,1,36.1424,-119.0025,5.9,5.9,5.9,50,72389523149,"PORTERVILLE MUNICIPAL AIRPORT, CA US",14.197573274105904,42.73333333333333,63.0,58.68333333333334,0.23,5,3.483333333333333,15.9,35.3,129.49494949494948
32,2019-01-22,2019-01-24,3,36.2965,-119.1783,32.3,13.94,69.7,87,72389693144,"VISALIA MUNICIPAL AIRPORT, CA US",24.71033497480294,49.57619047619047,64.9,60.961904761904755,1199.8799999999999,9,3.9428571428571426,22.9,44.404761904761905,0.04131418063316929
33,2019-01-12,2019-01-12,1,36.3613,-120.243,20.1,20.1,20.1,56,74702023110,"LEMOORE REEVES NAS, CA US",32.670850996092,46.17272727272728,64.9,59.36363636363637,0.64,7,5.118181818181818,21.0,39.790909090909096,62.395577395577405
34,2019-01-31,2019-01-31,1,36.3729,-120.1312,20.4,19.3,38.6,82,74702023110,"LEMOORE REEVES NAS, CA US",20.58720112091303,48.373333333333335,66.0,61.086666666666666,1.04,22,5.156666666666665,21.0,42.483333333333334,42.432748538011694
