event_id,start_date,end_date,duration_days,num_detections,latitude,longitude,max_frp,avg_frp,total_frp,max_confidence,avg_confidence,year,month,day
0,2013-01-06,2013-01-21,16,12,32.6637,-115.6121,341.3,74.25000000000001,891.0000000000002,100,82.83333333333333,2013,1,19
1,2013-01-30,2013-01-30,1,2,32.6602,-114.5714,14.1,12.85,25.7,71,69.0,2013,1,30
2,2013-01-22,2013-01-30,9,2,32.7461,-114.35,7.9,7.75,15.5,55,54.0,2013,1,30
3,2013-01-12,2013-01-12,1,1,32.828,-115.5322,12.3,12.3,12.3,65,65.0,2013,1,12
4,2013-01-28,2013-01-28,1,1,32.844,-115.3714,334.0,334.0,334.0,100,100.0,2013,1,28
5,2013-01-21,2013-01-21,1,3,32.9396,-115.5494,42.7,26.26666666666667,78.80000000000001,87,73.66666666666667,2013,1,21
6,2013-01-13,2013-01-28,16,3,33.1176,-115.4538,77.9,41.13333333333333,123.4,83,73.66666666666667,2013,1,13
7,2013-01-30,2013-01-31,2,3,33.4381,-114.7174,40.2,20.766666666666666,62.3,71,67.66666666666667,2013,1,31
8,2013-01-04,2013-01-29,26,3,34.0963,-117.531,6.0,5.166666666666667,15.5,61,58.0,2013,1,4
9,2013-01-30,2013-01-30,1,2,34.2046,-118.9763,10.4,9.350000000000001,18.700000000000003,73,71.5,2013,1,30
10,2013-01-31,2013-01-31,1,1,34.3345,-119.2808,5.4,5.4,5.4,53,53.0,2013,1,31
11,2013-01-31,2013-01-31,1,1,34.3527,-119.0785,15.0,15.0,15.0,73,73.0,2013,1,31
12,2013-01-31,2013-01-31,1,1,34.4128,-118.8109,24.2,24.2,24.2,81,81.0,2013,1,31
13,2013-01-29,2013-01-31,3,2,34.5301,-117.9488,6.0,5.2,10.4,66,58.0,2013,1,31
14,2013-01-30,2013-01-30,1,6,35.3819,-120.0992,306.4,117.94999999999999,707.6999999999999,94,78.5,2013,1,30
15,2013-01-28,2013-01-28,1,1,35.5455,-119.3953,5.3,5.3,5.3,54,54.0,2013,1,28
16,2013-01-09,2013-01-09,1,1,35.621,-115.3544,5.0,5.0,5.0,62,62.0,2013,1,9
17,2013-01-29,2013-01-29,1,1,35.7373,-119.2991,7.3,7.3,7.3,54,54.0,2013,1,29
18,2013-01-15,2013-01-15,1,1,35.7405,-119.0643,20.8,20.8,20.8,73,73.0,2013,1,15
19,2013-01-10,2013-01-10,1,1,36.0243,-119.315,15.0,15.0,15.0,51,51.0,2013,1,10
