Date,Latitude,Longitude,FRP,Avg_Temp,Max_Temp,Total_Rain,Dry_Days,Max_Wind
2011-08-29,33.265,-114.7217,2314.5,80.32,102.0,0.0,30,15.9
2011-10-03,41.1375,-116.3182,2231.2,77.24000000000001,109.9,0.12,26,20.0
2011-09-23,39.0382,-116.426,2159.3,80.13333333333334,109.9,0.06,27,20.0
2011-03-25,32.8045,-115.6546,1870.2,49.28333333333333,64.9,4.04,16,35.9
2011-10-01,40.7931,-116.2803,1817.9,78.45,109.9,0.12,26,20.0
